Outil	Cluster	Gènes	État AA
glimmer	Cluster 47	CM017453.1ANTONOSPOR:48280-51282; CM017453.1:48278-51280(+)	OK
glimmer	Cluster 48	CM017462.1ANTONOSPOR:88404-91403; CM017462.1:88827-91403(+)	Différent (Différence au début: 88404 vs 88827)
glimmer	Cluster 49	CM017449.1ANTONOSPOR:245522-248506; CM017449.1:245522-248506(+)	OK
glimmer	Cluster 50	CM017449.1ANTONOSPOR:c(20072-23020); CM017449.1:20072-22975(-)	Différent (Différence au début: 23020 vs 22975)
glimmer	Cluster 51	CM017451.1ANTONOSPOR:c(3891-6836); CM017451.1:3891-6836(-)	OK
glimmer	Cluster 52	CM017457.1ANTONOSPOR:c(38962-41898); CM017457.1:38960-41866(-)	Différent (Différence au début: 41898 vs 41866)
glimmer	Cluster 53	CM017449.1ANTONOSPOR:100234-103149; CM017449.1:100234-103149(+)	OK
glimmer	Cluster 54	CM017449.1ANTONOSPOR:46752-49664; CM017449.1:46752-49664(+)	OK
glimmer	Cluster 55	CM017461.1ANTONOSPOR:c(87364-90276); CM017461.1:87364-90027(-)	Différent (Différence au début: 90276 vs 90027)
glimmer	Cluster 56	CM017451.1ANTONOSPOR:c(169871-172765); CM017451.1:169871-172615(-)	Différent (Différence au début: 172765 vs 172615)
glimmer	Cluster 57	CM017450.1ANTONOSPOR:41298-44177; CM017450.1:41298-44177(+)	OK
glimmer	Cluster 58	CM017451.1ANTONOSPOR:149762-152632; CM017451.1:149762-152632(+)	OK
glimmer	Cluster 59	CM017450.1ANTONOSPOR:c(46272-49136); CM017450.1:46272-49136(-)	OK
glimmer	Cluster 60	CM017450.1ANTONOSPOR:120026-122890; CM017450.1:120026-122890(+)	OK
glimmer	Cluster 61	CM017455.1ANTONOSPOR:46602-49439; CM017455.1:46602-49439(+)	OK
glimmer	Cluster 62	CM017451.1ANTONOSPOR:188784-191591; CM017451.1:188808-191591(+)	Différent (Différence au début: 188784 vs 188808)
glimmer	Cluster 63	CM017448.1ANTONOSPOR:175292-178093; CM017448.1:175103-178093(+)	Différent (Différence au début: 175292 vs 175103)
glimmer	Cluster 64	CM017452.1ANTONOSPOR:54981-57770; CM017452.1:54981-57770(+)	OK
glimmer	Cluster 65	CM017448.1ANTONOSPOR:206316-209096; CM017448.1:206649-209096(+)	Différent (Différence au début: 206316 vs 206649)
glimmer	Cluster 66	CM017455.1ANTONOSPOR:c(99545-102319); CM017455.1:99545-102319(-)	OK
glimmer	Cluster 67	CM017453.1ANTONOSPOR:165800-168568; CM017453.1:165798-168566(+)	OK
glimmer	Cluster 68	CM017451.1ANTONOSPOR:28301-31066; CM017451.1:28301-31066(+)	OK
glimmer	Cluster 69	CM017454.1ANTONOSPOR:c(103513-106275); CM017454.1:103513-106191(-)	Différent (Différence au début: 106275 vs 106191)
glimmer	Cluster 70	CM017453.1ANTONOSPOR:69820-72573; CM017453.1:69818-72571(+)	OK
glimmer	Cluster 71	CM017452.1ANTONOSPOR:c(141175-143916); CM017452.1:141175-143916(-)	OK
glimmer	Cluster 72	CM017459.1ANTONOSPOR:c(93200-95941); CM017459.1:93200-95941(-)	OK
glimmer	Cluster 73	CM017448.1ANTONOSPOR:221371-224082; CM017448.1:221371-224082(+)	OK
glimmer	Cluster 74	CM017458.1ANTONOSPOR:139308-142019; CM017458.1:139308-142019(+); CM017459.1:142710-143114(+)	OK
glimmer	Cluster 75	CM017463.1ANTONOSPOR:84867-87575; CM017463.1:84867-87575(+)	OK
glimmer	Cluster 76	CM017459.1ANTONOSPOR:132281-134980; CM017459.1:132281-134980(+)	OK
glimmer	Cluster 77	CM017462.1ANTONOSPOR:101634-104315; CM017462.1:101634-104315(+)	OK
glimmer	Cluster 78	CM017447.1ANTONOSPOR:c(363310-365973); CM017447.1:363309-365972(-)	OK
glimmer	Cluster 79	CM017461.1ANTONOSPOR:c(101718-104378); CM017461.1:101718-104267(-)	Différent (Différence au début: 104378 vs 104267)
glimmer	Cluster 80	CM017462.1ANTONOSPOR:c(8605-11259); CM017462.1:8605-11280(-)	Différent (Différence au début: 11259 vs 11280)
glimmer	Cluster 81	CM017448.1ANTONOSPOR:c(8736-11366); CM017448.1:8736-11366(-)	OK
glimmer	Cluster 82	CM017449.1ANTONOSPOR:c(147930-150557); CM017449.1:147930-150557(-)	OK
glimmer	Cluster 83	CM017448.1ANTONOSPOR:c(37941-40562); CM017448.1:37941-40562(-)	OK
glimmer	Cluster 84	CM017448.1ANTONOSPOR:c(134218-136839); CM017448.1:134218-136767(-)	Différent (Différence au début: 136839 vs 136767)
glimmer	Cluster 85	CM017452.1ANTONOSPOR:11638-14256; CM017452.1:11638-14256(+)	OK
glimmer	Cluster 86	CM017462.1ANTONOSPOR:c(17066-19669); CM017462.1:17066-19633(-)	Différent (Différence au début: 19669 vs 19633)
glimmer	Cluster 87	CM017447.1ANTONOSPOR:312246-314837; CM017447.1:312245-314836(+)	OK
glimmer	Cluster 88	CM017454.1ANTONOSPOR:25104-27695; CM017454.1:25104-27695(+)	OK
glimmer	Cluster 89	CM017458.1ANTONOSPOR:129532-132111; CM017458.1:129532-132111(+)	OK
glimmer	Cluster 90	CM017455.1ANTONOSPOR:41117-43687; CM017455.1:41117-43687(+)	OK
glimmer	Cluster 91	CM017450.1ANTONOSPOR:c(170398-172956); CM017450.1:170398-173058(-)	Différent (Différence au début: 172956 vs 173058)
glimmer	Cluster 92	CM017447.1ANTONOSPOR:c(26581-29130); CM017447.1:26581-29130(-)	OK
glimmer	Cluster 93	CM017449.1ANTONOSPOR:217596-220142; CM017449.1:217596-220142(+)	OK
glimmer	Cluster 94	CM017447.1ANTONOSPOR:36544-39087; CM017447.1:36544-39087(+)	OK
glimmer	Cluster 95	CM017452.1ANTONOSPOR:120686-123229; CM017452.1:120686-123229(+)	OK
glimmer	Cluster 96	CM017448.1ANTONOSPOR:252256-254796; CM017448.1:252256-254796(+)	OK
glimmer	Cluster 97	CM017452.1ANTONOSPOR:c(200148-202679); CM017452.1:200148-202664(-)	Différent (Différence au début: 202679 vs 202664)
glimmer	Cluster 98	CM017451.1ANTONOSPOR:35082-37604; CM017451.1:35082-37604(+)	OK
glimmer	Cluster 99	CM017458.1ANTONOSPOR:134070-136589; CM017458.1:134070-136589(+)	OK
glimmer	Cluster 100	CM017452.1ANTONOSPOR:c(5822-8329); CM017452.1:5822-8329(-); CM017452.1:204894-205274(-)	OK
glimmer	Cluster 101	CM017458.1ANTONOSPOR:1877-4384; CM017447.1:386859-388001(-); CM017458.1:1877-4384(+)	OK
glimmer	Cluster 102	CM017448.1ANTONOSPOR:199014-201512; CM017448.1:199014-201512(+)	OK
glimmer	Cluster 103	CM017455.1ANTONOSPOR:c(155805-158300); CM017455.1:155805-158300(-)	OK
glimmer	Cluster 104	CM017457.1ANTONOSPOR:143010-145499; CM017457.1:143008-145497(+)	OK
glimmer	Cluster 105	CM017450.1ANTONOSPOR:c(125162-127648); CM017450.1:125162-127648(-)	OK
glimmer	Cluster 106	CM017448.1ANTONOSPOR:c(264236-266710); CM017448.1:264236-266710(-); CM017453.1:173332-175806(-); CM017461.1:128040-130514(-)	OK
glimmer	Cluster 107	CM017453.1ANTONOSPOR:c(173334-175808)	Gène non prédit
glimmer	Cluster 108	CM017461.1ANTONOSPOR:c(128040-130514)	Gène non prédit
glimmer	Cluster 109	CM017448.1ANTONOSPOR:195729-198191; CM017448.1:195729-198191(+)	OK
glimmer	Cluster 110	CM017455.1ANTONOSPOR:c(71050-73512); CM017455.1:71050-73512(-)	OK
glimmer	Cluster 111	CM017454.1ANTONOSPOR:179847->182304	Gène non prédit
glimmer	Cluster 112	CM017461.1ANTONOSPOR:118046-120484; CM017461.1:118046-120484(+)	OK
glimmer	Cluster 113	CM017449.1ANTONOSPOR:c(9311-11740); CM017449.1:9311-11740(-)	OK
glimmer	Cluster 114	CM017449.1ANTONOSPOR:92977-95400; CM017449.1:92977-95400(+)	OK
glimmer	Cluster 115	CM017447.1ANTONOSPOR:c(225248-227662); CM017447.1:225248-227608(-)	Différent (Différence au début: 227662 vs 227608)
glimmer	Cluster 116	CM017463.1ANTONOSPOR:59764-62175; CM017463.1:59764-62175(+)	OK
glimmer	Cluster 117	CM017448.1ANTONOSPOR:c(6074-8470); CM017448.1:6074-8470(-)	OK
glimmer	Cluster 118	CM017453.1ANTONOSPOR:180866-183262; CM017453.1:180864-183260(+)	OK
glimmer	Cluster 119	CM017451.1ANTONOSPOR:c(20985-23372); CM017451.1:20985-23372(-)	OK
glimmer	Cluster 120	CM017460.1ANTONOSPOR:c(106709-109096); CM017460.1:106709-109027(-)	Différent (Différence au début: 109096 vs 109027)
glimmer	Cluster 121	CM017462.1ANTONOSPOR:21384-23768; CM017462.1:21384-23768(+)	OK
glimmer	Cluster 122	CM017447.1ANTONOSPOR:23723-26101; CM017447.1:23723-26101(+)	OK
glimmer	Cluster 123	CM017456.1ANTONOSPOR:c(97373-99751); CM017456.1:97373-99751(-)	OK
glimmer	Cluster 124	CM017448.1ANTONOSPOR:c(12402-14777); CM017448.1:12402-14777(-)	OK
glimmer	Cluster 125	CM017459.1ANTONOSPOR:c(83706-86078); CM017459.1:83706-85979(-)	Différent (Différence au début: 86078 vs 85979)
glimmer	Cluster 126	CM017448.1ANTONOSPOR:107096-109459; CM017448.1:107096-109459(+)	OK
glimmer	Cluster 127	CM017461.1ANTONOSPOR:65587-67947; CM017461.1:65587-67947(+)	OK
glimmer	Cluster 128	CM017449.1ANTONOSPOR:120796-123150; CM017449.1:120796-123150(+)	OK
glimmer	Cluster 129	CM017450.1ANTONOSPOR:234226-236571; CM017450.1:234225-236570(+)	OK
glimmer	Cluster 130	CM017461.1ANTONOSPOR:120730-123075; CM017461.1:120730-123075(+)	OK
glimmer	Cluster 131	CM017460.1ANTONOSPOR:51155-53494; CM017460.1:51156-53495(+)	OK
glimmer	Cluster 132	CM017448.1ANTONOSPOR:30309-32645; CM017448.1:30309-32645(+)	OK
glimmer	Cluster 133	CM017448.1ANTONOSPOR:c(203444-205777); CM017448.1:203444-205810(-)	Différent (Différence au début: 205777 vs 205810)
glimmer	Cluster 134	CM017451.1ANTONOSPOR:38385-40709; CM017451.1:38385-40709(+)	OK
glimmer	Cluster 135	CM017458.1ANTONOSPOR:c(118135-120459); CM017458.1:118135-120351(-)	Différent (Différence au début: 120459 vs 120351)
glimmer	Cluster 136	CM017450.1ANTONOSPOR:c(73045-75366); CM017450.1:73045-75360(-)	Différent (Différence au début: 75366 vs 75360)
glimmer	Cluster 137	CM017450.1ANTONOSPOR:c(221996-224311); CM017450.1:221995-224310(-)	OK
glimmer	Cluster 138	CM017455.1ANTONOSPOR:c(43708-46014); CM017455.1:43708-46014(-)	OK
glimmer	Cluster 139	CM017447.1ANTONOSPOR:c(213422-215725); CM017447.1:213422-215725(-)	OK
glimmer	Cluster 140	CM017448.1ANTONOSPOR:c(146452-148752); CM017448.1:146452-148752(-)	OK
glimmer	Cluster 141	CM017451.1ANTONOSPOR:c(146190-148490); CM017451.1:146190-148307(-)	Différent (Différence au début: 148490 vs 148307)
glimmer	Cluster 142	CM017459.1ANTONOSPOR:c(29108-31402); CM017459.1:29108-31402(-)	OK
glimmer	Cluster 143	CM017450.1ANTONOSPOR:212592-214883; CM017450.1:212489-214882(+)	Différent (Différence au début: 212592 vs 212489, Différence à la fin: 214883 vs 214882)
glimmer	Cluster 144	CM017459.1ANTONOSPOR:35967-38255; CM017459.1:35967-38255(+)	OK
glimmer	Cluster 145	CM017452.1ANTONOSPOR:c(113540-115825); CM017452.1:113540-115825(-)	OK
glimmer	Cluster 146	CM017456.1ANTONOSPOR:c(1312-3597); CM017456.1:1312-3597(-)	OK
glimmer	Cluster 147	CM017447.1ANTONOSPOR:c(76247-78517); CM017447.1:76247-78589(-)	Différent (Différence au début: 78517 vs 78589)
glimmer	Cluster 148	CM017459.1ANTONOSPOR:140410-142680; CM017459.1:140410-142680(+)	OK
glimmer	Cluster 149	CM017454.1ANTONOSPOR:c(159102-161366); CM017454.1:159102-161366(-)	OK
glimmer	Cluster 150	CM017452.1ANTONOSPOR:31539-33797; CM017452.1:31965-33797(+)	Différent (Différence au début: 31539 vs 31965)
glimmer	Cluster 151	CM017452.1ANTONOSPOR:c(29029-31284); CM017452.1:29029-31284(-)	OK
glimmer	Cluster 152	CM017451.1ANTONOSPOR:197463-199697; CM017451.1:197463-199697(+)	OK
glimmer	Cluster 153	CM017458.1ANTONOSPOR:93886-96120; CM017458.1:93886-96120(+)	OK
glimmer	Cluster 154	CM017463.1ANTONOSPOR:c(77059-79293); CM017463.1:77059-79293(-)	OK
glimmer	Cluster 155	CM017457.1ANTONOSPOR:c(127255-129483); CM017457.1:127253-129481(-)	OK
glimmer	Cluster 156	CM017449.1ANTONOSPOR:194158-196377; CM017449.1:194158-196377(+)	OK
glimmer	Cluster 157	CM017451.1ANTONOSPOR:194126-196345; CM017451.1:194141-196345(+)	Différent (Différence au début: 194126 vs 194141)
glimmer	Cluster 158	CM017451.1ANTONOSPOR:208499-210715; CM017451.1:208499-210715(+)	OK
glimmer	Cluster 159	CM017454.1ANTONOSPOR:c(3494-5710); CM017454.1:3494-5710(-)	OK
glimmer	Cluster 160	CM017454.1ANTONOSPOR:174912-177128; CM017454.1:174912-177128(+)	OK
glimmer	Cluster 161	CM017455.1ANTONOSPOR:58517-60727; CM017455.1:58589-60727(+)	Différent (Différence au début: 58517 vs 58589)
glimmer	Cluster 162	CM017458.1ANTONOSPOR:90005-92215; CM017458.1:90167-92215(+)	Différent (Différence au début: 90005 vs 90167)
glimmer	Cluster 163	CM017448.1ANTONOSPOR:73180-75387; CM017448.1:73180-75387(+)	OK
glimmer	Cluster 164	CM017450.1ANTONOSPOR:c(69404-71611); CM017450.1:69404-71503(-)	Différent (Différence au début: 71611 vs 71503)
glimmer	Cluster 165	CM017456.1ANTONOSPOR:125252-127450; CM017456.1:125252-127450(+)	OK
glimmer	Cluster 166	CM017447.1ANTONOSPOR:196340-198529; CM017447.1:196340-198529(+)	OK
glimmer	Cluster 167	CM017458.1ANTONOSPOR:34143-36323; CM017458.1:34143-36323(+)	OK
glimmer	Cluster 168	CM017452.1ANTONOSPOR:67531-69705; CM017452.1:67531-69705(+)	OK
glimmer	Cluster 169	CM017454.1ANTONOSPOR:c(10400-12571); CM017454.1:10400-12526(-)	Différent (Différence au début: 12571 vs 12526)
glimmer	Cluster 170	CM017451.1ANTONOSPOR:c(119511-121673); CM017451.1:119511-121616(-)	Différent (Différence au début: 121673 vs 121616)
glimmer	Cluster 171	CM017450.1ANTONOSPOR:15470-17629; CM017450.1:15449-17629(+)	Différent (Différence au début: 15470 vs 15449)
glimmer	Cluster 172	CM017463.1ANTONOSPOR:c(42962-45121); CM017463.1:42962-45064(-)	Différent (Différence au début: 45121 vs 45064)
glimmer	Cluster 173	CM017458.1ANTONOSPOR:c(99851-102004); CM017458.1:99851-101983(-)	Différent (Différence au début: 102004 vs 101983)
glimmer	Cluster 174	CM017447.1ANTONOSPOR:c(7244-9394); CM017447.1:7244-9394(-)	OK
glimmer	Cluster 175	CM017447.1ANTONOSPOR:c(283562-285706); CM017447.1:283561-285705(-)	OK
glimmer	Cluster 176	CM017454.1ANTONOSPOR:156710-158854; CM017454.1:156665-158854(+)	Différent (Différence au début: 156710 vs 156665)
glimmer	Cluster 177	CM017454.1ANTONOSPOR:52278-54419; CM017454.1:52278-54419(+)	OK
glimmer	Cluster 178	CM017458.1ANTONOSPOR:109507-111645; CM017458.1:109507-111645(+)	OK
glimmer	Cluster 179	CM017461.1ANTONOSPOR:c(9052-11187); CM017461.1:9052-11187(-)	OK
glimmer	Cluster 180	CM017448.1ANTONOSPOR:121881-124013; CM017448.1:121881-124013(+)	OK
glimmer	Cluster 181	CM017458.1ANTONOSPOR:c(102241-104373); CM017458.1:102241-104373(-)	OK
glimmer	Cluster 182	CM017456.1ANTONOSPOR:c(18461-20581); CM017456.1:18461-20581(-)	OK
glimmer	Cluster 183	CM017452.1ANTONOSPOR:c(132601-134718); CM017452.1:132601-134370(-)	Différent (Différence au début: 134718 vs 134370)
glimmer	Cluster 184	CM017461.1ANTONOSPOR:53554-55668; CM017461.1:53554-55668(+)	OK
glimmer	Cluster 185	CM017460.1ANTONOSPOR:101183-103294; CM017460.1:101183-103294(+)	OK
glimmer	Cluster 186	CM017447.1ANTONOSPOR:c(207747-209849); CM017447.1:207747-209849(-)	OK
glimmer	Cluster 187	CM017452.1ANTONOSPOR:c(144171-146270); CM017452.1:144171-146270(-)	OK
glimmer	Cluster 188	CM017459.1ANTONOSPOR:c(81346-83445); CM017459.1:81346-83445(-)	OK
glimmer	Cluster 189	CM017448.1ANTONOSPOR:256072-258168; CM017448.1:256072-258168(+)	OK
glimmer	Cluster 190	CM017459.1ANTONOSPOR:117728-119821; CM017459.1:117734-119821(+)	Différent (Différence au début: 117728 vs 117734)
glimmer	Cluster 191	CM017447.1ANTONOSPOR:122743-124833; CM017447.1:122743-124833(+)	OK
glimmer	Cluster 192	CM017451.1ANTONOSPOR:c(125276-127363); CM017451.1:125276-127363(-)	OK
glimmer	Cluster 193	CM017447.1ANTONOSPOR:c(10952-13027); CM017447.1:10952-13027(-)	OK
glimmer	Cluster 194	CM017456.1ANTONOSPOR:c(90936-93011); CM017456.1:90936-93011(-)	OK
glimmer	Cluster 195	CM017448.1ANTONOSPOR:33730-35802; CM017448.1:33730-35802(+)	OK
glimmer	Cluster 196	CM017451.1ANTONOSPOR:c(143716-145788); CM017451.1:143716-145788(-)	OK
glimmer	Cluster 197	CM017458.1ANTONOSPOR:c(11434-13506); CM017458.1:11434-13506(-)	OK
glimmer	Cluster 198	CM017449.1ANTONOSPOR:26139-28202; CM017449.1:26124-28202(+)	Différent (Différence au début: 26139 vs 26124)
glimmer	Cluster 199	CM017449.1ANTONOSPOR:188874-190931; CM017449.1:188874-190931(+)	OK
glimmer	Cluster 200	CM017454.1ANTONOSPOR:c(119242-121299); CM017454.1:119242-121254(-)	Différent (Différence au début: 121299 vs 121254)
glimmer	Cluster 201	CM017455.1ANTONOSPOR:c(90467-92524); CM017455.1:90467-92575(-)	Différent (Différence au début: 92524 vs 92575)
glimmer	Cluster 202	CM017459.1ANTONOSPOR:69463-71520; CM017459.1:69463-71520(+)	OK
glimmer	Cluster 203	CM017451.1ANTONOSPOR:c(141529-143583); CM017451.1:141529-143469(-)	Différent (Différence au début: 143583 vs 143469)
glimmer	Cluster 204	CM017447.1ANTONOSPOR:335849-337897; CM017447.1:335848-337896(+)	OK
glimmer	Cluster 205	CM017449.1ANTONOSPOR:c(14013-16061); CM017449.1:14013-16061(-)	OK
glimmer	Cluster 206	CM017453.1ANTONOSPOR:25278-27326; CM017453.1:25278-27326(+)	OK
glimmer	Cluster 207	CM017460.1ANTONOSPOR:c(114396-116441); CM017460.1:114396-116555(-)	Différent (Différence au début: 116441 vs 116555)
glimmer	Cluster 208	CM017460.1ANTONOSPOR:25175-27214; CM017460.1:25176-27215(+)	OK
glimmer	Cluster 209	CM017450.1ANTONOSPOR:177504-179540; CM017450.1:177504-179540(+)	OK
glimmer	Cluster 210	CM017462.1ANTONOSPOR:80755-82791; CM017462.1:81070-82791(+)	Différent (Différence au début: 80755 vs 81070)
glimmer	Cluster 211	CM017450.1ANTONOSPOR:231473-233980; CM017450.1:231472-233979(+)	Différent (Différence au début: 231473 vs 231472, Différence à la fin: 233980 vs 233979)
glimmer	Cluster 212	CM017455.1ANTONOSPOR:20195-22225; CM017455.1:20195-22225(+)	OK
glimmer	Cluster 213	CM017447.1ANTONOSPOR:100000-102024; CM017447.1:100000-102024(+)	OK
glimmer	Cluster 214	CM017448.1ANTONOSPOR:c(248467-250485); CM017448.1:248467-250485(-)	OK
glimmer	Cluster 215	CM017449.1ANTONOSPOR:c(255757-257775); CM017449.1:255757-257775(-)	OK
glimmer	Cluster 216	CM017450.1ANTONOSPOR:c(59934-61952); CM017450.1:59934-61952(-)	OK
glimmer	Cluster 217	CM017447.1ANTONOSPOR:119430-121445; CM017447.1:119430-121445(+)	OK
glimmer	Cluster 218	CM017449.1ANTONOSPOR:126046-128055; CM017449.1:126067-128055(+); CM017455.1:168795-170489(-)	Différent (Différence au début: 126046 vs 126067) (Différence au début: 126046 vs 126067, Différence au début: 128055 vs 170489)
glimmer	Cluster 219	CM017450.1ANTONOSPOR:c(26426-28435); CM017450.1:26426-28375(-)	Différent (Différence au début: 28435 vs 28375)
glimmer	Cluster 220	CM017462.1ANTONOSPOR:99448-101457; CM017462.1:99433-101457(+)	Différent (Différence au début: 99448 vs 99433)
glimmer	Cluster 221	CM017448.1ANTONOSPOR:c(129469-131475); CM017448.1:129469-131436(-)	Différent (Différence au début: 131475 vs 131436)
glimmer	Cluster 222	CM017449.1ANTONOSPOR:202768-204771; CM017449.1:202723-204771(+)	Différent (Différence au début: 202768 vs 202723)
glimmer	Cluster 223	CM017454.1ANTONOSPOR:152872-154872; CM017454.1:152650-154872(+)	Différent (Différence au début: 152872 vs 152650)
glimmer	Cluster 224	CM017448.1ANTONOSPOR:213696-215690; CM017448.1:213696-215690(+)	OK
glimmer	Cluster 225	CM017449.1ANTONOSPOR:c(232831-234819); CM017449.1:232831-234819(-)	OK
glimmer	Cluster 226	CM017461.1ANTONOSPOR:90622-92607; CM017461.1:90613-92607(+)	Différent (Différence au début: 90622 vs 90613)
glimmer	Cluster 227	CM017450.1ANTONOSPOR:113696-115672; CM017450.1:113696-115672(+)	OK
glimmer	Cluster 228	CM017453.1ANTONOSPOR:c(7331-9298); CM017453.1:7331-9088(-)	Différent (Différence au début: 9298 vs 9088)
glimmer	Cluster 229	CM017458.1ANTONOSPOR:c(43431-45398); CM017458.1:43431-45398(-)	OK
glimmer	Cluster 230	CM017457.1ANTONOSPOR:c(135634-137592); CM017457.1:135632-137590(-)	OK
glimmer	Cluster 231	CM017447.1ANTONOSPOR:305301-307253; CM017447.1:305264-307252(+)	Différent (Différence au début: 305301 vs 305264, Différence à la fin: 307253 vs 307252)
