Outil	Cluster	Gènes	État AA
glimmer	Cluster 73	gene_22910:31088-33745; Chr12:31088-33745(+)	OK
glimmer	Cluster 74	gene_24150:31428-34082; Chr13:31428-34082(+)	OK
glimmer	Cluster 75	gene_27030:106639-109293; Chr17:106639-109293(+)	OK
glimmer	Cluster 76	gene_3680:1226894-1229542; Chr01:1226894-1229542(+)	OK
glimmer	Cluster 77	gene_8410:c(279296-281935); Chr03:279296-281935(-)	OK
glimmer	Cluster 78	gene_4650:166257-168887; Chr02:166257-168887(+)	OK
glimmer	Cluster 79	gene_12890:c(51266-53881); Chr05:51266-53881(-); Chr06:51266-53881(-)	OK
glimmer	Cluster 80	gene_16420:104021-106621; Chr07:104021-106621(+)	OK
glimmer	Cluster 81	gene_16160:c(18229-20823); Chr07:18229-20823(-); Chr14:20038-22632(-)	OK
glimmer	Cluster 82	gene_24970:c(20038-22632)	Gène non prédit
glimmer	Cluster 83	gene_7850:c(36281-38869); Chr03:36281-38869(-)	OK
glimmer	Cluster 84	gene_16110:698469-701057	Gène non prédit
glimmer	Cluster 85	gene_25300:128624-131200; Chr14:129032-131200(+)	Différent (Différence au début: 128624 vs 129032)
glimmer	Cluster 86	gene_8680:419512-422064; Chr03:419512-422064(+)	OK
glimmer	Cluster 87	gene_10790:112219-114768; Chr04:112219-114768(+)	OK
glimmer	Cluster 88	gene_16460:c(113137-115686); Chr07:113137-115686(-)	OK
glimmer	Cluster 89	gene_22310:c(254309-256852); Chr11:254309-256852(-)	OK
glimmer	Cluster 90	gene_10760:c(97824-100358); Chr04:97824-100358(-)	OK
glimmer	Cluster 91	gene_11820:485819-488353; Chr04:485819-488353(+)	OK
glimmer	Cluster 92	gene_22560:c(398651-401182); Chr11:398651-401182(-)	OK
glimmer	Cluster 93	gene_2430:815812-818340; Chr01:815812-818340(+)	OK
glimmer	Cluster 94	gene_8240:213529-216057; Chr03:213529-216057(+)	OK
glimmer	Cluster 95	gene_22750:455285-457804; Chr11:455285-457804(+)	OK
glimmer	Cluster 96	gene_25660:294537-297056; Chr14:294687-297056(+)	Différent (Différence au début: 294537 vs 294687)
glimmer	Cluster 97	gene_18630:356431-358947; Chr08:356431-358947(+)	OK
glimmer	Cluster 98	gene_1660:606909-609407; Chr01:606909-609407(+)	OK
glimmer	Cluster 99	gene_2250:767337-769826; Chr01:767337-769826(+)	OK
glimmer	Cluster 100	gene_9270:787135-789615; Chr03:787135-789615(+)	OK
glimmer	Cluster 101	gene_12670:815215-817692; Chr04:815491-817692(+)	Différent (Différence au début: 815215 vs 815491)
glimmer	Cluster 102	gene_4780:206594-209050; Chr02:206594-209050(+)	OK
glimmer	Cluster 103	gene_15670:c(544077-546533)	Gène non prédit
glimmer	Cluster 104	gene_17470:c(625437-627890); Chr07:625437-627890(-)	OK
glimmer	Cluster 105	gene_7440:1214245-1216689; Chr02:1214245-1216689(+)	OK
glimmer	Cluster 106	gene_23980:468202-470634; Chr12:468202-470634(+)	OK
glimmer	Cluster 107	gene_9230:769818-772244; Chr03:769797-772244(+)	Différent (Différence au début: 769818 vs 769797)
glimmer	Cluster 108	gene_7230:c(1150248-1152671); Chr02:1150248-1152671(-)	OK
glimmer	Cluster 109	gene_2100:c(738111-740528); Chr01:738111-740528(-)	OK
glimmer	Cluster 110	gene_7500:c(1233290-1235689); Chr02:1233290-1235440(-)	Différent (Différence au début: 1235689 vs 1235440)
glimmer	Cluster 111	gene_2170:752269-754662; Chr01:752269-754662(+)	OK
glimmer	Cluster 112	gene_1600:c(596763-599138); Chr01:596763-599138(-)	OK
glimmer	Cluster 113	gene_21580:c(562653-565025); Chr10:562653-565025(-)	OK
glimmer	Cluster 114	gene_3240:1076698-1079064; Chr01:1076698-1079064(+)	OK
glimmer	Cluster 115	gene_21520:c(533988-536345); Chr10:533988-536345(-)	OK
glimmer	Cluster 116	gene_170:114019-116370; Chr01:114019-116370(+)	OK
glimmer	Cluster 117	gene_5470:c(475533-477884); Chr02:475533-477884(-)	OK
glimmer	Cluster 118	gene_17720:c(702281-704632); Chr07:702281-704632(-)	OK
glimmer	Cluster 119	gene_430:c(192934-195261); Chr01:192934-195261(-)	OK
glimmer	Cluster 120	gene_6530:937092-939419; Chr02:937092-939419(+)	OK
glimmer	Cluster 121	gene_9410:c(832688-835000); Chr03:832688-835000(-)	OK
glimmer	Cluster 122	gene_16530:c(135397-137703); Chr07:135397-137703(-)	OK
glimmer	Cluster 123	gene_25780:c(336433-338739); Chr14:336433-338739(-)	OK
glimmer	Cluster 124	gene_3330:c(1114151-1116454); Chr01:1114151-1116454(-)	OK
glimmer	Cluster 125	gene_10810:124143-126443; Chr04:124143-126443(+)	OK
glimmer	Cluster 126	gene_1010:c(383802-386099); Chr01:383802-386099(-)	OK
glimmer	Cluster 127	gene_8090:112256-114544; Chr03:112244-114544(+)	Différent (Différence au début: 112256 vs 112244)
glimmer	Cluster 128	gene_12620:794088-796373; Chr04:794088-796373(+)	OK
glimmer	Cluster 129	gene_26480:92461-94746; Chr16:92509-94746(+)	Différent (Différence au début: 92461 vs 92509)
glimmer	Cluster 130	gene_7770:1346659-1348941; Chr02:1346659-1348941(+)	OK
glimmer	Cluster 131	gene_11470:c(358710-360989); Chr04:358710-360989(-)	OK
glimmer	Cluster 132	gene_7810:1370619-1372889; Chr02:1370598-1372889(+)	Différent (Différence au début: 1370619 vs 1370598)
glimmer	Cluster 133	gene_23050:c(73908-76169); Chr12:73908-76169(-)	OK
glimmer	Cluster 134	gene_26430:65068-67326; Chr16:65182-67326(+)	Différent (Différence au début: 65068 vs 65182)
glimmer	Cluster 135	gene_7890:c(60360-62609); Chr03:60360-62609(-)	OK
glimmer	Cluster 136	gene_25900:c(48500-50749); Chr15:48500-50764(-)	Différent (Différence au début: 50749 vs 50764)
glimmer	Cluster 137	gene_24160:36827-39070; Chr13:36827-39070(+)	OK
glimmer	Cluster 138	gene_25610:c(268637-270880); Chr14:268637-270880(-)	OK
glimmer	Cluster 139	gene_5520:491125-493359; Chr02:491125-493359(+)	OK
glimmer	Cluster 140	gene_15310:408180-410408	Gène non prédit
glimmer	Cluster 141	gene_16660:c(204285-206513); Chr07:204285-206513(-)	OK
glimmer	Cluster 142	gene_8340:c(250848-253067); Chr03:250848-253076(-)	Différent (Différence au début: 253067 vs 253076)
glimmer	Cluster 143	gene_16670:c(210219-212438); Chr07:210219-212447(-)	Différent (Différence au début: 212438 vs 212447)
glimmer	Cluster 144	gene_24820:c(326137-328350); Chr13:326137-328350(-)	OK
glimmer	Cluster 145	gene_2890:c(976950-979151); Chr01:976950-978551(-)	Différent (Différence au début: 979151 vs 978551)
glimmer	Cluster 146	gene_11610:395734-397932; Chr04:395734-397932(+)	OK
glimmer	Cluster 147	gene_20490:c(48561-50759); Chr10:48561-50759(-)	OK
glimmer	Cluster 148	gene_10570:c(53501-55696); Chr04:53501-55702(-)	Différent (Différence au début: 55696 vs 55702)
glimmer	Cluster 149	gene_13050:c(113142-115331); Chr05:113142-115331(-); Chr06:113142-115331(-)	OK
glimmer	Cluster 150	gene_6780:991990-994176; Chr02:991987-994176(+)	Différent (Différence au début: 991990 vs 991987)
glimmer	Cluster 151	gene_16580:c(157394-159580); Chr07:157394-159580(-)	OK
glimmer	Cluster 152	gene_23920:c(452597-454783); Chr12:452597-454783(-)	OK
glimmer	Cluster 153	gene_25320:135179-137365; Chr14:135137-137365(+)	Différent (Différence au début: 135179 vs 135137)
glimmer	Cluster 154	gene_5900:606555-608738; Chr02:606555-608738(+)	OK
glimmer	Cluster 155	gene_2920:986513-988693; Chr01:986513-988693(+)	OK
glimmer	Cluster 156	gene_22130:215502-217682; Chr11:215502-217682(+)	OK
glimmer	Cluster 157	gene_20290:c(536198-538375); Chr09:536198-538375(-)	OK
glimmer	Cluster 158	gene_2290:c(776802-778976); Chr01:776802-778976(-)	OK
glimmer	Cluster 159	gene_5070:c(309054-311222); Chr02:309054-311222(-)	OK
glimmer	Cluster 160	gene_200:123243-125408; Chr01:123249-125408(+)	Différent (Différence au début: 123243 vs 123249)
glimmer	Cluster 161	gene_10410:1211911-1214073; Chr03:1211911-1214073(+)	OK
glimmer	Cluster 162	gene_8890:c(566131-568287); Chr03:566131-568239(-)	Différent (Différence au début: 568287 vs 568239)
glimmer	Cluster 163	gene_22090:192775-194928; Chr11:193270-194928(+)	Différent (Différence au début: 192775 vs 193270)
glimmer	Cluster 164	gene_2730:922524-924668; Chr01:922524-924668(+)	OK
glimmer	Cluster 165	gene_11440:c(344269-346413); Chr04:344269-346281(-)	Différent (Différence au début: 346413 vs 346281)
glimmer	Cluster 166	gene_40:44257-46398; Chr01:44257-46398(+)	OK
glimmer	Cluster 167	gene_20270:532710-534851; Chr09:532710-534851(+)	OK
glimmer	Cluster 168	gene_20400:572940-575072; Chr09:572940-575072(+)	OK
glimmer	Cluster 169	gene_23000:c(62039-64171); Chr12:62039-64171(-)	OK
glimmer	Cluster 170	gene_12690:829529-831655; Chr04:829529-831655(+)	OK
glimmer	Cluster 171	gene_1460:551694-553817; Chr01:551715-553817(+)	Différent (Différence au début: 551694 vs 551715)
glimmer	Cluster 172	gene_10400:1208663-1210780; Chr03:1208663-1210780(+)	OK
glimmer	Cluster 173	gene_5580:508806-510920; Chr02:509103-510920(+)	Différent (Différence au début: 508806 vs 509103)
glimmer	Cluster 174	gene_16550:147706-149820; Chr07:147706-149820(+)	OK
glimmer	Cluster 175	gene_5600:c(514255-516360); Chr02:514255-516285(-)	Différent (Différence au début: 516360 vs 516285)
glimmer	Cluster 176	gene_18800:c(430068-432167); Chr08:430068-431888(-)	Différent (Différence au début: 432167 vs 431888)
glimmer	Cluster 177	gene_8540:328133-330229; Chr03:328133-330229(+)	OK
glimmer	Cluster 178	gene_22300:248685-250775; Chr11:248685-250775(+)	OK
glimmer	Cluster 179	gene_21700:45768-47852; Chr11:45768-47852(+)	OK
glimmer	Cluster 180	gene_9650:934863-936944; Chr03:934863-936944(+)	OK
glimmer	Cluster 181	gene_17360:589326-591401; Chr07:589458-591401(+)	Différent (Différence au début: 589326 vs 589458)
glimmer	Cluster 182	gene_11690:425482-427551; Chr04:425482-427551(+)	OK
glimmer	Cluster 183	gene_18210:149514-151583; Chr08:149514-151583(+)	OK
glimmer	Cluster 184	gene_70:c(66046-68112); Chr01:66046-68112(-)	OK
glimmer	Cluster 185	gene_14380:694331-696397; Chr05:694331-696397(+); Chr06:694331-696397(+)	OK
glimmer	Cluster 186	gene_11030:197382-199442; Chr04:197382-199442(+)	OK
glimmer	Cluster 187	gene_9520:896790-898844; Chr03:896790-898844(+)	OK
glimmer	Cluster 188	gene_1080:c(422639-424690); Chr01:422639-424690(-)	OK
glimmer	Cluster 189	gene_9370:820827-822875; Chr03:820827-822875(+)	OK
glimmer	Cluster 190	gene_17150:c(502284-504329); Chr07:502284-504329(-)	OK
glimmer	Cluster 191	gene_9870:1010687-1012729; Chr03:1010687-1012729(+)	OK
glimmer	Cluster 192	gene_2810:c(943880-945919); Chr01:943880-945919(-)	OK
glimmer	Cluster 193	gene_2820:953806-955845; Chr01:953806-955845(+)	OK
glimmer	Cluster 194	gene_6830:c(1013449-1015488); Chr02:1013449-1015488(-)	OK
glimmer	Cluster 195	gene_18050:c(87276-89312); Chr08:87276-89312(-)	OK
glimmer	Cluster 196	gene_24810:321105-323141; Chr13:321105-323141(+)	OK
glimmer	Cluster 197	gene_5040:299711-301744; Chr02:299711-301744(+)	OK
glimmer	Cluster 198	gene_9720:960727-962760; Chr03:960727-962760(+)	OK
glimmer	Cluster 199	gene_18900:458423-460450; Chr08:458423-460450(+)	OK
glimmer	Cluster 200	gene_7540:c(1257530-1259554); Chr02:1257530-1259554(-)	OK
glimmer	Cluster 201	gene_25160:93173-95194; Chr14:93173-95194(+)	OK
glimmer	Cluster 202	gene_10910:157779-159797; Chr04:157779-159797(+)	OK
glimmer	Cluster 203	gene_23620:c(364697-366712); Chr12:364697-366712(-)	OK
glimmer	Cluster 204	gene_860:c(324540-326546); Chr01:324540-326546(-)	OK
glimmer	Cluster 205	gene_12500:c(741863-743869); Chr04:741863-743869(-)	OK
glimmer	Cluster 206	gene_16890:349298-351298; Chr07:349298-351298(+)	OK
glimmer	Cluster 207	gene_16900:372998-374998; Chr07:372998-374998(+)	OK
glimmer	Cluster 208	gene_19070:518284-520284; Chr08:518284-520284(+)	OK
glimmer	Cluster 209	gene_8930:577157-579154; Chr03:577157-579154(+)	OK
glimmer	Cluster 210	gene_25990:c(76209-78203); Chr15:76209-78203(-)	OK
glimmer	Cluster 211	gene_3620:1205694-1207685; Chr01:1205694-1207685(+)	OK
glimmer	Cluster 212	gene_11850:c(496438-498417); Chr04:496438-498417(-)	OK
glimmer	Cluster 213	gene_25040:c(52117-54096); Chr14:52117-54105(-)	Différent (Différence au début: 54096 vs 54105)
glimmer	Cluster 214	gene_9440:844142-846118; Chr03:844142-846118(+)	OK
glimmer	Cluster 215	gene_26020:c(80481-82457); Chr15:80481-82220(-)	Différent (Différence au début: 82457 vs 82220)
glimmer	Cluster 216	gene_15400:c(442155-444122)	Gène non prédit
glimmer	Cluster 217	gene_20160:c(494914-496881); Chr09:494914-496881(-)	OK
glimmer	Cluster 218	gene_3860:1308254-1310215; Chr01:1308254-1310215(+)	OK
glimmer	Cluster 219	gene_25220:c(106363-108324); Chr14:106363-108114(-)	Différent (Différence au début: 108324 vs 108114)
glimmer	Cluster 220	gene_20120:c(482564-484522); Chr09:482564-484522(-)	OK
glimmer	Cluster 221	gene_19760:288167-290122; Chr09:288167-290122(+)	OK
glimmer	Cluster 222	gene_8760:460151-462103; Chr03:460151-462103(+)	OK
glimmer	Cluster 223	gene_19980:c(416948-418897); Chr09:416948-418897(-)	OK
glimmer	Cluster 224	gene_4410:c(109687-111633); Chr02:109687-111633(-)	OK
glimmer	Cluster 225	gene_24170:c(41703-43646); Chr13:41703-43646(-)	OK
glimmer	Cluster 226	gene_10330:1189948-1191885; Chr03:1190047-1191885(+)	Différent (Différence au début: 1189948 vs 1190047)
glimmer	Cluster 227	gene_12790:c(6935-8872); Chr05:6935-8872(-); Chr06:6935-8872(-)	OK
glimmer	Cluster 228	gene_4510:c(125614-127548); Chr02:125614-127548(-)	OK
glimmer	Cluster 229	gene_1820:c(658602-660530); Chr01:658602-660530(-)	OK
glimmer	Cluster 230	gene_9690:950518-952446; Chr03:950518-952446(+)	OK
glimmer	Cluster 231	gene_21630:577566-579494; Chr10:577566-579494(+)	OK
glimmer	Cluster 232	gene_10920:c(162304-164229); Chr04:162304-164229(-)	OK
glimmer	Cluster 233	gene_14740:106776-108701	Gène non prédit
glimmer	Cluster 234	gene_6910:c(1048689-1050611); Chr02:1048689-1050611(-)	OK
glimmer	Cluster 235	gene_5770:559277-561193; Chr02:559277-561193(+)	OK
glimmer	Cluster 236	gene_3430:c(1154861-1156774); Chr01:1154861-1156774(-)	OK
glimmer	Cluster 237	gene_18380:210086-211999; Chr08:210086-211999(+)	OK
glimmer	Cluster 238	gene_17420:615152-617062; Chr07:615920-617062(+)	Différent (Différence au début: 615152 vs 615920)
glimmer	Cluster 239	gene_19770:c(296859-298766); Chr09:296859-298766(-)	OK
glimmer	Cluster 240	gene_22820:524267-526174; Chr11:524267-526174(+)	OK
glimmer	Cluster 241	gene_21390:c(447451-449355); Chr10:447451-449355(-)	OK
glimmer	Cluster 242	gene_18970:c(485043-486944); Chr08:485043-486944(-)	OK
glimmer	Cluster 243	gene_2650:895268-897166; Chr01:895268-897166(+)	OK
glimmer	Cluster 244	gene_23790:c(410249-412147); Chr12:410249-412147(-)	OK
glimmer	Cluster 245	gene_3320:c(1112220-1114112); Chr01:1112220-1114112(-)	OK
glimmer	Cluster 246	gene_12400:c(697663-699555); Chr04:697663-699555(-)	OK
glimmer	Cluster 247	gene_16000:c(655119-657008)	Gène non prédit
glimmer	Cluster 248	gene_19640:217487-219367; Chr09:217487-219367(+)	OK
glimmer	Cluster 249	gene_18580:341701-343572; Chr08:341701-343572(+)	OK
glimmer	Cluster 250	gene_6260:c(844073-845941); Chr02:844073-845941(-)	OK
glimmer	Cluster 251	gene_7240:c(1157128-1158990); Chr02:1157128-1158990(-)	OK
glimmer	Cluster 252	gene_23710:393392-395251; Chr12:393392-395251(+)	OK
glimmer	Cluster 253	gene_26700:c(10376-12232); Chr17:10376-12262(-)	Différent (Différence au début: 12232 vs 12262)
glimmer	Cluster 254	gene_22080:c(187590-189443); Chr11:187590-189443(-)	OK
glimmer	Cluster 255	gene_17130:c(491367-493214); Chr07:491367-493214(-)	OK
glimmer	Cluster 256	gene_17170:510440-512287; Chr07:510440-512287(+)	OK
glimmer	Cluster 257	gene_17180:525323-527170; Chr07:525323-527170(+)	OK
glimmer	Cluster 258	gene_3300:c(1099294-1101138); Chr01:1099294-1101138(-)	OK
glimmer	Cluster 259	gene_13700:c(408009-409853); Chr05:408009-409853(-); Chr06:408009-409853(-)	OK
glimmer	Cluster 260	gene_5200:c(368945-370786); Chr02:368945-370786(-)	OK
glimmer	Cluster 261	gene_17120:c(476970-478811); Chr07:476970-478811(-)	OK
glimmer	Cluster 262	gene_220:128528-130366; Chr01:128549-130366(+)	Différent (Différence au début: 128528 vs 128549)
glimmer	Cluster 263	gene_20150:492687-494525; Chr09:492687-494525(+)	OK
glimmer	Cluster 264	gene_1030:c(397661-399496); Chr01:397661-399511(-)	Différent (Différence au début: 399496 vs 399511)
glimmer	Cluster 265	gene_4110:c(36184-38019); Chr02:36184-38019(-)	OK
glimmer	Cluster 266	gene_12980:87955-89790; Chr05:87955-89790(+); Chr06:87955-89790(+)	OK
glimmer	Cluster 267	gene_1560:579907-581739; Chr01:579889-581739(+)	Différent (Différence au début: 579907 vs 579889)
glimmer	Cluster 268	gene_17140:c(494374-496206); Chr07:494374-496206(-)	OK
glimmer	Cluster 269	gene_17160:507448-509280; Chr07:507448-509280(+)	OK
glimmer	Cluster 270	gene_15170:c(358787-360613)	Gène non prédit
glimmer	Cluster 271	gene_17040:432762-434588; Chr07:432762-434588(+)	OK
glimmer	Cluster 272	gene_24390:c(135265-137091); Chr13:135265-137091(-)	OK
glimmer	Cluster 273	gene_21320:418832-420655; Chr10:418832-420655(+)	OK
glimmer	Cluster 274	gene_520:225756-227576; Chr01:225756-227576(+)	OK
glimmer	Cluster 275	gene_2350:c(788798-790618); Chr01:788798-790618(-)	OK
glimmer	Cluster 276	gene_5260:c(383304-385121); Chr02:383304-385121(-)	OK
glimmer	Cluster 277	gene_1740:630515-632323; Chr01:630506-632323(+)	Différent (Différence au début: 630515 vs 630506)
glimmer	Cluster 278	gene_12870:43245-45053; Chr05:43245-45053(+); Chr06:43245-45053(+)	OK
glimmer	Cluster 279	gene_12990:92971-94776; Chr05:92983-94776(+); Chr06:92983-94776(+)	OK
glimmer	Cluster 280	gene_15120:280523-282328	Gène non prédit
glimmer	Cluster 281	gene_18120:119712-121517; Chr08:119712-121517(+)	OK
glimmer	Cluster 282	gene_10300:c(1182649-1184445); Chr03:1182649-1184385(-)	Différent (Différence au début: 1184445 vs 1184385)
glimmer	Cluster 283	gene_22290:242721-244517; Chr11:242721-244517(+)	OK
glimmer	Cluster 284	gene_20710:c(119317-121110); Chr10:119317-121110(-)	OK
glimmer	Cluster 285	gene_26090:c(142097-143890); Chr15:142097-143890(-)	OK
glimmer	Cluster 286	gene_23210:150258-152045; Chr12:150258-152045(+)	OK
glimmer	Cluster 287	gene_10430:c(1216627-1218408); Chr03:1216627-1218408(-)	OK
glimmer	Cluster 288	gene_26950:c(80270-82051); Chr17:80270-82051(-)	OK
glimmer	Cluster 289	gene_6980:1066689-1068467; Chr02:1066689-1068467(+)	OK
glimmer	Cluster 290	gene_10590:62350-64128; Chr04:62350-64128(+)	OK
glimmer	Cluster 291	gene_390:c(174535-176304); Chr01:174535-176304(-)	OK
glimmer	Cluster 292	gene_14630:c(31429-33198)	Gène non prédit
glimmer	Cluster 293	gene_14880:c(173970-175730)	Gène non prédit
glimmer	Cluster 294	gene_180:c(117484-119241); Chr01:117484-119292(-)	Différent (Différence au début: 119241 vs 119292)
glimmer	Cluster 295	gene_10320:1186842-1188596; Chr03:1186842-1188596(+)	OK
glimmer	Cluster 296	gene_5670:c(534002-535753); Chr02:534002-535753(-)	OK
glimmer	Cluster 297	gene_6390:c(904641-906392); Chr02:904641-906392(-)	OK
glimmer	Cluster 298	gene_8530:c(325480-327231); Chr03:325480-327231(-)	OK
glimmer	Cluster 299	gene_5320:c(404642-406390); Chr02:404642-406390(-)	OK
glimmer	Cluster 300	gene_19190:560987-562735; Chr08:560987-562735(+)	OK
glimmer	Cluster 301	gene_25630:c(275589-277337); Chr14:275589-277337(-)	OK
glimmer	Cluster 302	gene_6320:865957-867699; Chr02:865957-867699(+)	OK
glimmer	Cluster 303	gene_25650:c(286504-288246); Chr14:286504-288246(-)	OK
glimmer	Cluster 304	gene_5960:c(634799-636538); Chr02:634799-636538(-)	OK
glimmer	Cluster 305	gene_6340:882234-883970; Chr02:882234-883970(+)	OK
