Outil	Cluster	Gènes	État AA
glimmer	Cluster 43	AL590450:29938-33012; AL590450.2:29938-33012(+)	OK
glimmer	Cluster 44	AL391737:150946-154002; AL391737.2:150946-154002(+)	OK
glimmer	Cluster 45	AL590451:232684-235737; AL590451.2:232684-235737(+)	OK
glimmer	Cluster 46	AL590450:137082-140135; AL590450.2:137082-140135(+)	OK
glimmer	Cluster 47	AL391737:135500-138508; AL391737.2:135500-138508(+)	OK
glimmer	Cluster 48	AL590450:237920-240916; AL590450.2:237920-240916(+)	OK
glimmer	Cluster 49	AL590443:111086-114061; AL590443.1:111086-114061(+)	OK
glimmer	Cluster 50	AL590446:127818-130790; AL590446.1:127818-130790(+)	OK
glimmer	Cluster 51	AL391737:155958-158909; AL391737.2:155958-158909(+)	OK
glimmer	Cluster 52	AL590447:c(51325-54267); AL590447.1:51325-54267(-)	OK
glimmer	Cluster 53	AL590451:57073-59997; AL590451.2:57073-59997(+)	OK
glimmer	Cluster 54	AL590442:c(38436-41357); AL590442.1:38436-41357(-)	OK
glimmer	Cluster 55	AL590445:c(151000-153909); AL590445.1:151000-153909(-)	OK
glimmer	Cluster 56	AL590445:170678-173563; AL590445.1:170678-173563(+)	OK
glimmer	Cluster 57	AL590448:29718-32579; AL590448.1:29718-32579(+)	OK
glimmer	Cluster 58	AL590447:c(186813-189668); AL590447.1:186813-189668(-)	OK
glimmer	Cluster 59	AL590445:129413-132241; AL590445.1:129371-132241(+)	Différent (Différence au début: 129413 vs 129371)
glimmer	Cluster 60	AL590449:c(74232-77051); AL590449.1:74232-77051(-)	OK
glimmer	Cluster 61	AL590451:213085-215889; AL590451.2:213085-215889(+)	OK
glimmer	Cluster 62	AL590443:75113-77914; AL590443.1:75113-77914(+)	OK
glimmer	Cluster 63	AL590444:c(116744-119545); AL590444.1:116744-119545(-)	OK
glimmer	Cluster 64	AL590447:197598-200396; AL590447.1:197640-200396(+)	Différent (Différence au début: 197598 vs 197640)
glimmer	Cluster 65	AL590448:133963-136755; AL590448.1:134068-136755(+)	Différent (Différence au début: 133963 vs 134068)
glimmer	Cluster 66	AL590446:62798-65587; AL590446.1:62798-65587(+)	OK
glimmer	Cluster 67	AL590442:147968-150736; AL590442.1:147968-150736(+)	OK
glimmer	Cluster 68	AL590449:c(96974-99742); AL590449.1:96974-99742(-)	OK
glimmer	Cluster 69	AL590444:147759-150524; AL590444.1:147759-150524(+)	OK
glimmer	Cluster 70	AL590443:c(86105-88825); AL590443.1:86105-88825(-)	OK
glimmer	Cluster 71	AL590443:95770-99126	Gène non prédit
glimmer	Cluster 72	AL590445:11903-14620; AL590445.1:11903-14620(+)	OK
glimmer	Cluster 73	AL590450:119009-121720; AL590450.2:119009-121720(+)	OK
glimmer	Cluster 74	AL590447:177976-180681; AL590447.1:177976-180681(+)	OK
glimmer	Cluster 75	AL590447:c(59695-62391); AL590447.1:59695-62391(-)	OK
glimmer	Cluster 76	AL590447:c(201083-203767); AL590447.1:201083-203767(-)	OK
glimmer	Cluster 77	AL590447:29377-32058; AL590447.1:29368-32058(+)	Différent (Différence au début: 29377 vs 29368)
glimmer	Cluster 78	AL590451:228552-231203; AL590451.2:228552-231203(+)	OK
glimmer	Cluster 79	AL590449:c(103880-106531); AL590449.1:103880-106531(-)	OK
glimmer	Cluster 80	AL590449:153061-155712; AL590449.1:153061-155712(+)	OK
glimmer	Cluster 81	AL590446:c(97193-99841); AL590446.1:97193-99721(-)	Différent (Différence au début: 99841 vs 99721)
glimmer	Cluster 82	AL590450:c(23728-26358); AL590450.2:23728-25632(-)	Différent (Différence au début: 26358 vs 25632)
glimmer	Cluster 83	AL590446:c(37873-40497); AL590446.1:37873-40464(-)	Différent (Différence au début: 40497 vs 40464)
glimmer	Cluster 84	AL590449:c(173340-175964); AL590449.1:173340-176000(-)	Différent (Différence au début: 175964 vs 176000)
glimmer	Cluster 85	AL590444:c(165802-168411); AL590444.1:165802-168447(-)	Différent (Différence au début: 168411 vs 168447)
glimmer	Cluster 86	AL590451:193614-196220; AL590451.2:193599-196220(+)	Différent (Différence au début: 193614 vs 193599)
glimmer	Cluster 87	AL590446:83416-86019; AL590446.1:83416-86019(+)	OK
glimmer	Cluster 88	AL391737:c(160706-163303); AL391737.2:160706-163303(-)	OK
glimmer	Cluster 89	AL391737:c(29861-32455); AL391737.2:29861-32437(-); AL391737.2:177546-180122(+)	Différent (Différence au début: 32455 vs 32437) (Différence au début: 32455 vs 32437, Différence au début: 32437 vs 180122)
glimmer	Cluster 90	AL590442:c(179488-182082); AL590442.1:179488-181953(-)	Différent (Différence au début: 182082 vs 181953)
glimmer	Cluster 91	AL590446:148176-150767; AL590446.1:148176-150767(+)	OK
glimmer	Cluster 92	AL590443:c(50234-52810); AL590443.1:50234-52804(-)	Différent (Différence au début: 52810 vs 52804)
glimmer	Cluster 93	AL590443:156436-159012; AL590443.1:156436-159012(+)	OK
glimmer	Cluster 94	AL590450:c(179283-181838); AL590450.2:179283-181838(-)	OK
glimmer	Cluster 95	AL590450:188105-190657; AL590450.2:188141-190657(+)	Différent (Différence au début: 188105 vs 188141)
glimmer	Cluster 96	AL590450:c(148852-151401); AL590450.2:148852-151275(-)	Différent (Différence au début: 151401 vs 151275)
glimmer	Cluster 97	AL590451:c(21724-24240); AL590451.2:21724-24240(-)	OK
glimmer	Cluster 98	AL590442:125760-128267; AL590442.1:125760-128267(+)	OK
glimmer	Cluster 99	AL590443:c(89486-91993); AL590443.1:89486-91993(-)	OK
glimmer	Cluster 100	AL590449:170790-173276; AL590449.1:170712-173276(+)	Différent (Différence au début: 170790 vs 170712)
glimmer	Cluster 101	AL590449:c(31324-33801); AL590449.1:31324-33801(-)	OK
glimmer	Cluster 102	AL590449:c(180424-182895); AL590449.1:180424-182895(-)	OK
glimmer	Cluster 103	AL590445:c(9355-11811); AL590445.1:9355-11811(-)	OK
glimmer	Cluster 104	AL590448:124569-127025; AL590448.1:124599-127025(+)	Différent (Différence au début: 124569 vs 124599)
glimmer	Cluster 105	AL391737:c(169565-172015); AL391737.2:169565-172015(-)	OK
glimmer	Cluster 106	AL590451:42332-44779; AL590451.2:42719-44779(+)	Différent (Différence au début: 42332 vs 42719)
glimmer	Cluster 107	AL590446:c(30276-32720); AL590446.1:30276-32720(-)	OK
glimmer	Cluster 108	AL590446:c(110414-112846); AL590446.1:110414-112846(-)	OK
glimmer	Cluster 109	AL590443:c(70587-73013); AL590443.1:70587-73013(-)	OK
glimmer	Cluster 110	AL590444:156082-158496; AL590444.1:156067-158496(+)	Différent (Différence au début: 156082 vs 156067)
glimmer	Cluster 111	AL590448:83027-85423; AL590448.1:83027-85423(+)	OK
glimmer	Cluster 112	AL590449:91176-93569; AL590449.1:91176-93569(+)	OK
glimmer	Cluster 113	AL590444:c(36525-38912); AL590444.1:36525-38912(-)	OK
glimmer	Cluster 114	AL590442:55897-58257; AL590442.1:55897-58257(+)	OK
glimmer	Cluster 115	AL590448:97217-99577; AL590448.1:97217-99577(+)	OK
glimmer	Cluster 116	AL590448:201217-203574; AL590448.1:201187-203574(+)	Différent (Différence au début: 201217 vs 201187)
glimmer	Cluster 117	AL590451:c(19284-21638); AL590451.2:19284-21638(-)	OK
glimmer	Cluster 118	AL590445:c(32384-34729); AL590445.1:32384-34492(-)	Différent (Différence au début: 34729 vs 34492)
glimmer	Cluster 119	AL391737:c(146522-148864); AL391737.2:146522-148864(-)	OK
glimmer	Cluster 120	AL590444:c(107963-110305); AL590444.1:107963-110305(-)	OK
glimmer	Cluster 121	AL590446:c(24049-26391); AL590446.1:24049-26391(-)	OK
glimmer	Cluster 122	AL590442:c(70475-72811); AL590442.1:70475-72811(-)	OK
glimmer	Cluster 123	AL590446:101349-103685; AL590446.1:101349-103685(+)	OK
glimmer	Cluster 124	AL590444:49826-52159; AL590444.1:49913-52159(+)	Différent (Différence au début: 49826 vs 49913)
glimmer	Cluster 125	AL590446:c(55528-57861); AL590446.1:55528-57861(-)	OK
glimmer	Cluster 126	AL590447:45755-48085; AL590447.1:45755-48085(+)	OK
glimmer	Cluster 127	AL590447:c(206081-208411); AL590447.1:206081-208411(-)	OK
glimmer	Cluster 128	AL590449:224045-226375; AL590449.1:224027-226375(+)	Différent (Différence au début: 224045 vs 224027)
glimmer	Cluster 129	AL590449:125540-127846; AL590449.1:125540-127846(+)	OK
glimmer	Cluster 130	AL590447:136340-138640; AL590447.1:136340-138640(+)	OK
glimmer	Cluster 131	AL590443:29782-32070; AL590443.1:29833-32070(+)	Différent (Différence au début: 29782 vs 29833)
glimmer	Cluster 132	AL590444:61781-64021; AL590444.1:61781-64021(+)	OK
glimmer	Cluster 133	AL590446:27327-29555; AL590446.1:27327-29555(+)	OK
glimmer	Cluster 134	AL590447:108966-111194; AL590447.1:108966-111194(+)	OK
glimmer	Cluster 135	AL590446:87437-89653; AL590446.1:87437-89653(+)	OK
glimmer	Cluster 136	AL590445:c(65560-67767); AL590445.1:65560-67767(-)	OK
glimmer	Cluster 137	AL590446:48950-51157; AL590446.1:48950-51157(+)	OK
glimmer	Cluster 138	AL590442:c(79928-82129); AL590442.1:79928-82129(-)	OK
glimmer	Cluster 139	AL590448:c(88720-90921); AL590448.1:88720-90921(-)	OK
glimmer	Cluster 140	AL590447:40177-42366; AL590447.1:40177-42366(+)	OK
glimmer	Cluster 141	AL590445:28275-30458; AL590445.1:28275-30458(+)	OK
glimmer	Cluster 142	AL590446:121060-123240; AL590446.1:121483-123240(+)	Différent (Différence au début: 121060 vs 121483)
glimmer	Cluster 143	AL590448:71772-73952; AL590448.1:71772-73952(+)	OK
glimmer	Cluster 144	AL590444:139795-141963; AL590444.1:139795-141963(+)	OK
glimmer	Cluster 145	AL590448:142790-144955; AL590448.1:142790-144955(+)	OK
glimmer	Cluster 146	AL391737:102567-104723; AL391737.2:102567-104723(+)	OK
glimmer	Cluster 147	AL590442:74810-76966; AL590442.1:74810-76966(+)	OK
glimmer	Cluster 148	AL590451:c(29447-31597); AL590451.2:29447-31597(-)	OK
glimmer	Cluster 149	AL590451:216336-218486; AL590451.2:216732-218486(+)	Différent (Différence au début: 216336 vs 216732)
glimmer	Cluster 150	AL590443:68338-70482; AL590443.1:68338-70482(+)	OK
glimmer	Cluster 151	AL590442:175831-177972; AL590442.1:175861-177972(+)	Différent (Différence au début: 175831 vs 175861)
glimmer	Cluster 152	AL590443:132330-134465; AL590443.1:132330-134465(+)	OK
glimmer	Cluster 153	AL590447:33815-35944; AL590447.1:33815-35944(+)	OK
glimmer	Cluster 154	AL590442:136274-138400; AL590442.1:136274-138400(+)	OK
glimmer	Cluster 155	AL590445:c(106238-108361); AL590445.1:106238-108385(-)	Différent (Différence au début: 108361 vs 108385)
glimmer	Cluster 156	AL590450:c(102418-104541); AL590450.2:102418-104541(-)	OK
glimmer	Cluster 157	AL590442:145777-147894; AL590442.1:145777-147894(+)	OK
glimmer	Cluster 158	AL590442:185391-187502; AL590442.1:185391-187502(+)	OK
glimmer	Cluster 159	AL590451:c(210755-212857); AL590451.2:210755-212857(-)	OK
glimmer	Cluster 160	AL590447:c(150322-152421); AL590447.1:150322-152421(-)	OK
glimmer	Cluster 161	AL590450:c(42534-44633); AL590450.2:42534-44669(-)	Différent (Différence au début: 44633 vs 44669)
glimmer	Cluster 162	AL590449:c(204921-207014); AL590449.1:204921-207014(-)	OK
glimmer	Cluster 163	AL590446:c(45351-47441); AL590446.1:45351-47441(-)	OK
glimmer	Cluster 164	AL590445:90447-92531; AL590445.1:90447-92531(+)	OK
glimmer	Cluster 165	AL590446:c(198523-200607); AL590446.1:198523-199959(-)	Différent (Différence au début: 200607 vs 199959)
glimmer	Cluster 166	AL590451:c(152914-154998); AL590451.2:152914-154998(-)	OK
glimmer	Cluster 167	AL590442:123615-125687; AL590442.1:123615-125687(+)	OK
glimmer	Cluster 168	AL590450:54311-56383; AL590450.2:54311-56383(+)	OK
glimmer	Cluster 169	AL590448:c(39625-41688); AL590448.1:39625-41688(-)	OK
glimmer	Cluster 170	AL590451:c(53880-55943); AL590451.2:53880-55967(-)	Différent (Différence au début: 55943 vs 55967)
glimmer	Cluster 171	AL590444:111278-113335; AL590444.1:111278-113335(+)	OK
glimmer	Cluster 172	AL590444:187227-189284; AL590444.1:187227-189284(+)	OK
glimmer	Cluster 173	AL590442:c(13711-15762); AL590442.1:13711-15489(-)	Différent (Différence au début: 15762 vs 15489)
glimmer	Cluster 174	AL590443:65596-67647; AL590443.1:65596-67647(+)	OK
glimmer	Cluster 175	AL590446:c(117063-119111); AL590446.1:117063-119111(-)	OK
glimmer	Cluster 176	AL590450:c(104676-106721); AL590450.2:104676-106700(-)	Différent (Différence au début: 106721 vs 106700)
glimmer	Cluster 177	AL391737:c(76336-78378); AL391737.2:76336-78378(-)	OK
glimmer	Cluster 178	AL590447:144659-146701; AL590447.1:144716-146701(+)	Différent (Différence au début: 144659 vs 144716)
glimmer	Cluster 179	AL590448:c(113318-115357); AL590448.1:113318-115357(-)	OK
glimmer	Cluster 180	AL590442:121460-123496; AL590442.1:121460-123496(+)	OK
glimmer	Cluster 181	AL590443:c(167007-169043); AL590443.1:167007-169043(-)	OK
glimmer	Cluster 182	AL590449:213907-215943; AL590449.1:213907-215943(+)	OK
glimmer	Cluster 183	AL590450:141521-143557; AL590450.2:141521-143557(+)	OK
glimmer	Cluster 184	AL590446:158893-160920; AL590446.1:158893-160920(+)	OK
glimmer	Cluster 185	AL391737:55793-57817; AL391737.2:55793-57817(+)	OK
glimmer	Cluster 186	AL391737:c(121867-123885); AL391737.2:121867-123906(-)	Différent (Différence au début: 123885 vs 123906)
glimmer	Cluster 187	AL590442:c(154668-156683); AL590442.1:154668-156683(-)	OK
glimmer	Cluster 188	AL590450:c(112025-114019); AL590450.2:112025-114019(-)	OK
glimmer	Cluster 189	AL590447:213403-215382; AL590447.1:213403-215382(+)	OK
glimmer	Cluster 190	AL590451:c(7387-9366); AL590451.2:7387-9366(-)	OK
glimmer	Cluster 191	AL590450:230189-232165; AL590450.2:230189-232165(+)	OK
glimmer	Cluster 192	AL590446:c(69682-71655); AL590446.1:69682-71655(-)	OK
glimmer	Cluster 193	AL590442:c(86955-88922); AL590442.1:86955-88922(-)	OK
glimmer	Cluster 194	AL590451:95280-97247; AL590451.2:95280-97247(+)	OK
glimmer	Cluster 195	AL590451:c(108538-110505); AL590451.2:108538-110505(-)	OK
glimmer	Cluster 196	AL590445:20700-22664; AL590445.1:20700-22664(+)	OK
glimmer	Cluster 197	AL590448:c(18127-20088); AL590448.1:18127-20136(-)	Différent (Différence au début: 20088 vs 20136)
glimmer	Cluster 198	AL590446:175857-177803; AL590446.1:175857-177803(+)	OK
glimmer	Cluster 199	AL590451:c(82488-84428); AL590451.2:82488-84428(-)	OK
glimmer	Cluster 200	AL590449:c(226461-228395); AL590449.1:226461-228395(-)	OK
glimmer	Cluster 201	AL590449:c(121321-123252); AL590449.1:121321-123252(-)	OK
glimmer	Cluster 202	AL590442:c(141928-143856); AL590442.1:141928-143856(-)	OK
glimmer	Cluster 203	AL590445:14822-16747; AL590445.1:14771-16747(+)	Différent (Différence au début: 14822 vs 14771)
glimmer	Cluster 204	AL590447:c(183599-185521); AL590447.1:183599-185521(-)	OK
glimmer	Cluster 205	AL590445:52137-54056; AL590445.1:52137-54056(+)	OK
glimmer	Cluster 206	AL590450:263188-265092; AL590450.2:263188-265092(+)	OK
glimmer	Cluster 207	AL590442:c(163539-165437); AL590442.1:163539-165500(-)	Différent (Différence au début: 165437 vs 165500)
glimmer	Cluster 208	AL590445:43190-45088; AL590445.1:43190-45088(+)	OK
glimmer	Cluster 209	AL590444:c(54518-56413); AL590444.1:54518-56413(-)	OK
glimmer	Cluster 210	AL590449:233384-235279; AL590449.1:233336-235279(+)	Différent (Différence au début: 233384 vs 233336)
glimmer	Cluster 211	AL590450:158745-160637; AL590450.2:158745-160637(+)	OK
glimmer	Cluster 212	AL590442:102180-104066; AL590442.1:101922-104066(+)	Différent (Différence au début: 102180 vs 101922)
glimmer	Cluster 213	AL590446:c(14669-16555); AL590446.1:14669-16555(-)	OK
glimmer	Cluster 214	AL590451:c(68590-70473); AL590451.2:68590-70473(-)	OK
glimmer	Cluster 215	AL590449:c(119361-121241); AL590449.1:119361-121241(-)	OK
glimmer	Cluster 216	AL590443:c(169114-170988); AL590443.1:169114-170988(-)	OK
glimmer	Cluster 217	AL590448:c(160949-162823); AL590448.1:160949-162823(-)	OK
glimmer	Cluster 218	AL590450:c(200713-202587); AL590450.2:200713-202587(-)	OK
glimmer	Cluster 219	AL391737:c(20249-22108); AL391737.2:20249-21655(-); AL391737.2:188328-189734(+); AL590448.1:3463-4869(-)	Différent (Différence au début: 22108 vs 21655) (Différence au début: 22108 vs 21655, Différence au début: 21655 vs 189734) (Différence au début: 22108 vs 21655, Différence au début: 21655 vs 189734, Différence au début: 189734 vs 4869)
glimmer	Cluster 220	AL391737:138573-140432; AL391737.2:138573-140432(+)	OK
glimmer	Cluster 221	AL590446:17954-19813; AL590446.1:17954-19813(+)	OK
glimmer	Cluster 222	AL590448:128140-129999; AL590448.1:128140-129999(+)	OK
glimmer	Cluster 223	AL590448:226792-228651; AL590448.1:227155-228651(+)	Différent (Différence au début: 226792 vs 227155)
glimmer	Cluster 224	AL590451:c(111121-112977); AL590451.2:111121-112977(-)	OK
glimmer	Cluster 225	AL590449:241544-243400; AL590449.1:241544-243400(+)	OK
glimmer	Cluster 226	AL590449:53935-55788; AL590449.1:53935-55788(+)	OK
glimmer	Cluster 227	AL590442:187833-189683; AL590442.1:187854-189683(+)	Différent (Différence au début: 187833 vs 187854)
glimmer	Cluster 228	AL590449:250029-251879; AL590449.1:250473-251879(+)	Différent (Différence au début: 250029 vs 250473)
glimmer	Cluster 229	AL590442:52450-54297; AL590442.1:52435-54297(+)	Différent (Différence au début: 52450 vs 52435)
glimmer	Cluster 230	AL590451:101392-103239; AL590451.2:101392-103239(+)	OK
glimmer	Cluster 231	AL590443:c(8576-10420); AL590443.1:8576-9928(-)	Différent (Différence au début: 10420 vs 9928)
glimmer	Cluster 232	AL590448:115418-117262; AL590448.1:115418-117262(+)	OK
glimmer	Cluster 233	AL590449:c(116319-118163); AL590449.1:116319-118163(-)	OK
glimmer	Cluster 234	AL590450:c(8173-10011); AL590445.1:207942-209654(+); AL590450.2:8173-9885(-)	Différent (Différence au début: 8173 vs 207942, Différence à la fin: 10011 vs 209654) (Différence au début: 8173 vs 207942, Différence à la fin: 10011 vs 209654, Différence au début: 209654 vs 9885)
glimmer	Cluster 235	AL590446:180308-182143; AL590446.1:180308-182143(+)	OK
glimmer	Cluster 236	AL590444:203275-205107; AL590444.1:203275-205107(+)	OK
glimmer	Cluster 237	AL590447:162869-164698; AL590447.1:162869-164698(+)	OK
glimmer	Cluster 238	AL590449:137003-138832; AL590449.1:137003-138832(+)	OK
glimmer	Cluster 239	AL590444:30617-32443; AL590444.1:30839-32443(+)	Différent (Différence au début: 30617 vs 30839)
glimmer	Cluster 240	AL590449:c(50646-52472); AL590449.1:50646-52472(-); AL590449.1:53001-53708(+)	OK
glimmer	Cluster 241	AL590446:205815-207638; AL590446.1:206385-207638(+)	Différent (Différence au début: 205815 vs 206385)
glimmer	Cluster 242	AL590450:c(161979-163802); AL590450.2:161979-163802(-)	OK
glimmer	Cluster 243	AL590446:c(11059-12879); AL590446.1:11059-12879(-)	OK
glimmer	Cluster 244	AL590442:c(66045-67862); AL590442.1:66045-67862(-)	OK
glimmer	Cluster 245	AL590447:26042-27856; AL590447.1:26042-27856(+)	OK
glimmer	Cluster 246	AL590442:c(128344-130155); AL590442.1:128344-130155(-)	OK
glimmer	Cluster 247	AL590451:64242-66053; AL590451.2:64242-66053(+)	OK
glimmer	Cluster 248	AL590442:c(7441-9249); AL590442.1:7441-9150(-)	Différent (Différence au début: 9249 vs 9150)
glimmer	Cluster 249	AL590444:c(180971-182779); AL590444.1:180971-182833(-)	Différent (Différence au début: 182779 vs 182833)
glimmer	Cluster 250	AL590446:132373-134178; AL590446.1:132679-134178(+)	Différent (Différence au début: 132373 vs 132679)
glimmer	Cluster 251	AL590446:c(188284-190083); AL590446.1:188284-189981(-)	Différent (Différence au début: 190083 vs 189981)
glimmer	Cluster 252	AL590446:58840-60633; AL590446.1:58840-60633(+)	OK
glimmer	Cluster 253	AL590448:c(73964-75757); AL590448.1:73964-75757(-)	OK
glimmer	Cluster 254	AL590451:c(149035-150828); AL590451.2:149035-150828(-)	OK
glimmer	Cluster 255	AL590450:44804-46597; AL590450.2:44804-46597(+)	OK
glimmer	Cluster 256	AL391737:35543-37333; AL391737.2:35588-37333(+); AL391737.2:172650-174395(-)	Différent (Différence au début: 35543 vs 35588) (Différence au début: 35543 vs 35588, Différence au début: 37333 vs 174395)
glimmer	Cluster 257	AL590444:c(39074-40864); AL590444.1:39074-40702(-)	Différent (Différence au début: 40864 vs 40702)
glimmer	Cluster 258	AL391737:c(22867-24645); AL391737.2:22867-24483(-); AL391737.2:185500-187116(+); AL590448.1:6081-7697(-)	Différent (Différence au début: 24645 vs 24483) (Différence au début: 24645 vs 24483, Différence au début: 24483 vs 187116) (Différence au début: 24645 vs 24483, Différence au début: 24483 vs 187116, Différence au début: 187116 vs 7697)
glimmer	Cluster 259	AL590442:c(24962-26740); AL590442.1:24962-26536(-)	Différent (Différence au début: 26740 vs 26536)
glimmer	Cluster 260	AL590450:76477-78255; AL590450.2:76477-78255(+)	OK
glimmer	Cluster 261	AL590446:c(103905-105680); AL590446.1:103905-105680(-)	OK
glimmer	Cluster 262	AL590451:178654-180429; AL590451.2:178654-180429(+)	OK
glimmer	Cluster 263	AL590443:c(46594-48366); AL590443.1:46594-48165(-)	Différent (Différence au début: 48366 vs 48165)
glimmer	Cluster 264	AL590450:58812-60584; AL590450.2:58851-60584(+)	Différent (Différence au début: 58812 vs 58851)
glimmer	Cluster 265	AL590442:143949-145718; AL590442.1:144078-145718(+)	Différent (Différence au début: 143949 vs 144078)
glimmer	Cluster 266	AL391737:c(71320-73086); AL391737.2:71320-73086(-)	OK
glimmer	Cluster 267	AL391737:c(126634-128400); AL391737.2:126634-128169(-)	Différent (Différence au début: 128400 vs 128169)
glimmer	Cluster 268	AL391737:144099-145865; AL391737.2:144099-145865(+)	OK
glimmer	Cluster 269	AL590442:59351-61111; AL590442.1:59351-61111(+)	OK
glimmer	Cluster 270	AL590444:73117-74877; AL590444.1:73033-74877(+)	Différent (Différence au début: 73117 vs 73033)
glimmer	Cluster 271	AL590444:211107-212867; AL590444.1:211464-212867(+)	Différent (Différence au début: 211107 vs 211464)
glimmer	Cluster 272	AL590443:26196-27953; AL590443.1:26196-27953(+)	OK
glimmer	Cluster 273	AL590444:c(162370-164127); AL590444.1:162370-164043(-)	Différent (Différence au début: 164127 vs 164043)
glimmer	Cluster 274	AL590448:c(69186-70943); AL590448.1:69186-70943(-)	OK
glimmer	Cluster 275	AL590447:c(72904-74658); AL590447.1:72904-74658(-)	OK
glimmer	Cluster 276	AL590449:c(253302-255056); AL590449.1:253302-255056(-)	OK
glimmer	Cluster 277	AL590446:78553-80301; AL590446.1:78553-80301(+)	OK
glimmer	Cluster 278	AL590447:c(7406-9154); AL590447.1:7406-8839(-)	Différent (Différence au début: 9154 vs 8839)
glimmer	Cluster 279	AL590450:c(169177-170925); AL590450.2:169177-170925(-)	OK
glimmer	Cluster 280	AL590450:66826-68571; AL590450.2:66826-68571(+)	OK
glimmer	Cluster 281	AL590446:c(8293-10035); AL590446.1:8293-9675(-)	Différent (Différence au début: 10035 vs 9675)
glimmer	Cluster 282	AL590442:c(10535-12274); AL590442.1:10535-11962(-)	Différent (Différence au début: 12274 vs 11962)
glimmer	Cluster 283	AL590446:207962-209701; AL590446.1:208274-209701(+)	Différent (Différence au début: 207962 vs 208274)
