Outil	Cluster	Gènes	État AA
glimmer	Cluster 38	AKIJ01000003.1NEMATO:c(543830-547399); AKIJ01000003.1:543830-547399(-)	OK
glimmer	Cluster 39	AKIJ01000001.1NEMATO:505867-509427; AKIJ01000001.1:505867-509427(+)	OK
glimmer	Cluster 40	AKIJ01000005.1NEMATO:576956-580507; AKIJ01000005.1:576956-580507(+)	OK
glimmer	Cluster 41	AKIJ01000005.1NEMATO:c(88692-92219); AKIJ01000005.1:88692-92219(-)	OK
glimmer	Cluster 42	AKIJ01000002.1NEMATO:c(136339-139815); AKIJ01000002.1:136339-139362(-)	Différent (Différence au début: 139815 vs 139362)
glimmer	Cluster 43	AKIJ01000005.1NEMATO:528262-531699; AKIJ01000005.1:528628-531699(+)	Différent (Différence au début: 528262 vs 528628)
glimmer	Cluster 44	AKIJ01000002.1NEMATO:87621-91052; AKIJ01000002.1:87621-91052(+)	OK
glimmer	Cluster 45	AKIJ01000004.1NEMATO:c(642472-645900); AKIJ01000004.1:642476-645904(-)	OK
glimmer	Cluster 46	AKIJ01000001.1NEMATO:c(344971-348384); AKIJ01000001.1:344971-348384(-)	OK
glimmer	Cluster 47	AKIJ01000003.1NEMATO:c(765565-769062); AKIJ01000003.1:765565-768978(-)	OK
glimmer	Cluster 48	AKIJ01000001.1NEMATO:c(325562-328963); AKIJ01000001.1:325562-328963(-)	OK
glimmer	Cluster 49	AKIJ01000002.1NEMATO:185003-188389; AKIJ01000002.1:185003-188389(+)	OK
glimmer	Cluster 50	AKIJ01000003.1NEMATO:213263-216637; AKIJ01000003.1:213263-216637(+)	OK
glimmer	Cluster 51	AKIJ01000003.1NEMATO:c(87246-90602); AKIJ01000003.1:87246-90602(-)	OK
glimmer	Cluster 52	AKIJ01000003.1NEMATO:465445-468795; AKIJ01000003.1:465511-468795(+)	Différent (Différence au début: 465445 vs 465511)
glimmer	Cluster 53	AKIJ01000006.1NEMATO:c(8840-12187); AKIJ01000006.1:8840-12187(-)	OK
glimmer	Cluster 54	AKIJ01000004.1NEMATO:655573-658872; AKIJ01000004.1:655577-658876(+)	OK
glimmer	Cluster 55	AKIJ01000001.1NEMATO:760085-763378; AKIJ01000001.1:760085-763378(+)	OK
glimmer	Cluster 56	AKIJ01000002.1NEMATO:821213-824485; AKIJ01000002.1:821213-824485(+)	OK
glimmer	Cluster 57	AKIJ01000004.1NEMATO:733209-736475; AKIJ01000004.1:733213-736479(+)	OK
glimmer	Cluster 58	AKIJ01000002.1NEMATO:c(504586-507846); AKIJ01000002.1:504586-507846(-)	OK
glimmer	Cluster 59	AKIJ01000001.1NEMATO:231456-234707; AKIJ01000001.1:231456-234707(+)	OK
glimmer	Cluster 60	AKIJ01000004.1NEMATO:428177-431401; AKIJ01000004.1:428181-431405(+)	OK
glimmer	Cluster 61	AKIJ01000002.1NEMATO:c(57586-60807); AKIJ01000002.1:57586-60807(-)	OK
glimmer	Cluster 62	AKIJ01000004.1NEMATO:143787-147008; AKIJ01000004.1:143787-147008(+)	OK
glimmer	Cluster 63	AKIJ01000002.1NEMATO:c(583588-586806); AKIJ01000002.1:583588-586806(-)	OK
glimmer	Cluster 64	AKIJ01000005.1NEMATO:74348-77560; AKIJ01000005.1:74348-77560(+)	OK
glimmer	Cluster 65	AKIJ01000001.1NEMATO:c(254780-257986); AKIJ01000001.1:254780-257986(-)	OK
glimmer	Cluster 66	AKIJ01000002.1NEMATO:c(772750-775956); AKIJ01000002.1:772750-775956(-)	OK
glimmer	Cluster 67	AKIJ01000004.1NEMATO:761113-764310; AKIJ01000004.1:761117-764314(+)	OK
glimmer	Cluster 68	AKIJ01000004.1NEMATO:436444-439629; AKIJ01000004.1:436448-439633(+)	OK
glimmer	Cluster 69	AKIJ01000004.1NEMATO:c(91332-94508); AKIJ01000004.1:91332-94508(-)	OK
glimmer	Cluster 70	AKIJ01000002.1NEMATO:c(131942-135097); AKIJ01000002.1:131942-135097(-)	OK
glimmer	Cluster 71	AKIJ01000003.1NEMATO:789390-792545; AKIJ01000003.1:789399-792545(+)	Différent (Différence au début: 789390 vs 789399)
glimmer	Cluster 72	AKIJ01000005.1NEMATO:419154-422300; AKIJ01000005.1:419154-422300(+)	OK
glimmer	Cluster 73	AKIJ01000005.1NEMATO:351380-354508; AKIJ01000005.1:351380-354508(+)	OK
glimmer	Cluster 74	AKIJ01000004.1NEMATO:c(7024-10134); AKIJ01000004.1:7024-10134(-)	OK
glimmer	Cluster 75	AKIJ01000004.1NEMATO:106397-109507; AKIJ01000004.1:106397-109507(+)	OK
glimmer	Cluster 76	AKIJ01000001.1NEMATO:c(794797-797901); AKIJ01000001.1:794797-797901(-)	OK
glimmer	Cluster 77	AKIJ01000001.1NEMATO:247613-250696; AKIJ01000001.1:247613-250696(+)	OK
glimmer	Cluster 78	AKIJ01000002.1NEMATO:c(552232-555312); AKIJ01000002.1:552232-555312(-)	OK
glimmer	Cluster 79	AKIJ01000003.1NEMATO:c(666562-669642); AKIJ01000003.1:666562-669507(-)	Différent (Différence au début: 669642 vs 669507)
glimmer	Cluster 80	AKIJ01000001.1NEMATO:c(722235-725303); AKIJ01000001.1:722235-725303(-)	OK
glimmer	Cluster 81	AKIJ01000001.1NEMATO:c(528767-531826); AKIJ01000001.1:528767-531826(-)	OK
glimmer	Cluster 82	AKIJ01000001.1NEMATO:756278-759334; AKIJ01000001.1:756266-759334(+)	Différent (Différence au début: 756278 vs 756266)
glimmer	Cluster 83	AKIJ01000002.1NEMATO:c(351184-354237); AKIJ01000002.1:351184-354237(-)	OK
glimmer	Cluster 84	AKIJ01000001.1NEMATO:648720-651767; AKIJ01000001.1:648720-651767(+)	OK
glimmer	Cluster 85	AKIJ01000005.1NEMATO:c(13300-16344); AKIJ01000005.1:13300-16314(-)	Différent (Différence au début: 16344 vs 16314)
glimmer	Cluster 86	AKIJ01000002.1NEMATO:c(468351-471392); AKIJ01000002.1:468351-471392(-)	OK
glimmer	Cluster 87	AKIJ01000003.1NEMATO:91866-94904; AKIJ01000003.1:91866-94904(+)	OK
glimmer	Cluster 88	AKIJ01000005.1NEMATO:172507-175539; AKIJ01000005.1:172507-175539(+)	OK
glimmer	Cluster 89	AKIJ01000002.1NEMATO:95195-98224; AKIJ01000002.1:95195-98224(+)	OK
glimmer	Cluster 90	AKIJ01000003.1NEMATO:315067-318090; AKIJ01000003.1:315067-318090(+)	OK
glimmer	Cluster 91	AKIJ01000001.1NEMATO:c(251184-254204); AKIJ01000001.1:251184-254204(-)	OK
glimmer	Cluster 92	AKIJ01000005.1NEMATO:483109-486129; AKIJ01000005.1:483109-486129(+)	OK
glimmer	Cluster 93	AKIJ01000002.1NEMATO:669784-672801; AKIJ01000002.1:669889-672801(+)	Différent (Différence au début: 669784 vs 669889)
glimmer	Cluster 94	AKIJ01000002.1NEMATO:635897-638908; AKIJ01000002.1:635897-638908(+)	OK
glimmer	Cluster 95	AKIJ01000004.1NEMATO:608477-611482; AKIJ01000004.1:608481-611486(+)	OK
glimmer	Cluster 96	AKIJ01000003.1NEMATO:c(757937-760936); AKIJ01000003.1:757937-760936(-)	OK
glimmer	Cluster 97	AKIJ01000002.1NEMATO:574397-577393; AKIJ01000002.1:574385-577393(+)	Différent (Différence au début: 574397 vs 574385)
glimmer	Cluster 98	AKIJ01000003.1NEMATO:c(533828-536824); AKIJ01000003.1:533828-536656(-)	Différent (Différence au début: 536824 vs 536656)
glimmer	Cluster 99	AKIJ01000004.1NEMATO:432080-435073; AKIJ01000004.1:432084-435077(+)	OK
glimmer	Cluster 100	AKIJ01000001.1NEMATO:c(291633-294623); AKIJ01000001.1:291633-294623(-)	OK
glimmer	Cluster 101	AKIJ01000003.1NEMATO:685828-688812; AKIJ01000003.1:685813-688812(+)	Différent (Différence au début: 685828 vs 685813)
glimmer	Cluster 102	AKIJ01000001.1NEMATO:585653-588631; AKIJ01000001.1:585653-588631(+)	OK
glimmer	Cluster 103	AKIJ01000001.1NEMATO:516340-519312; AKIJ01000001.1:516340-519312(+)	OK
glimmer	Cluster 104	AKIJ01000004.1NEMATO:c(533202-536174); AKIJ01000004.1:533206-536178(-)	OK
glimmer	Cluster 105	AKIJ01000005.1NEMATO:168437-171400; AKIJ01000005.1:168437-171400(+)	OK
glimmer	Cluster 106	AKIJ01000003.1NEMATO:113309-116242; AKIJ01000003.1:113381-116242(+)	Différent (Différence au début: 113309 vs 113381)
glimmer	Cluster 107	AKIJ01000004.1NEMATO:c(272158-275091); AKIJ01000004.1:272162-275095(-)	OK
glimmer	Cluster 108	AKIJ01000002.1NEMATO:c(42018-44939); AKIJ01000002.1:42018-44939(-)	OK
glimmer	Cluster 109	AKIJ01000002.1NEMATO:346135-349056; AKIJ01000002.1:346165-349056(+)	Différent (Différence au début: 346135 vs 346165)
glimmer	Cluster 110	AKIJ01000001.1NEMATO:860730-863642; AKIJ01000001.1:860730-863642(+)	OK
glimmer	Cluster 111	AKIJ01000003.1NEMATO:270918-273830; AKIJ01000003.1:271350-273830(+)	Différent (Différence au début: 270918 vs 271350)
glimmer	Cluster 112	AKIJ01000003.1NEMATO:378082-380985; AKIJ01000003.1:378082-380985(+)	OK
glimmer	Cluster 113	AKIJ01000002.1NEMATO:446366-449266; AKIJ01000002.1:446366-449266(+)	OK
glimmer	Cluster 114	AKIJ01000002.1NEMATO:c(67151-70048); AKIJ01000002.1:67151-69862(-)	Différent (Différence au début: 70048 vs 69862)
glimmer	Cluster 115	AKIJ01000005.1NEMATO:c(142887-145784); AKIJ01000005.1:142887-145784(-)	OK
glimmer	Cluster 116	AKIJ01000001.1NEMATO:670886-673774; AKIJ01000001.1:670886-673774(+)	OK
glimmer	Cluster 117	AKIJ01000005.1NEMATO:298906-301794; AKIJ01000005.1:298906-301794(+)	OK
glimmer	Cluster 118	AKIJ01000001.1NEMATO:488881-491763; AKIJ01000001.1:488881-491763(+)	OK
glimmer	Cluster 119	AKIJ01000003.1NEMATO:c(359932-362805); AKIJ01000003.1:359932-362805(-)	OK
glimmer	Cluster 120	AKIJ01000005.1NEMATO:c(26914-29787); AKIJ01000005.1:26914-29787(-)	OK
glimmer	Cluster 121	AKIJ01000005.1NEMATO:c(499818-502691); AKIJ01000005.1:499818-502691(-)	OK
glimmer	Cluster 122	AKIJ01000001.1NEMATO:572373-575240; AKIJ01000001.1:572373-575240(+)	OK
glimmer	Cluster 123	AKIJ01000006.1NEMATO:c(50977-53844); AKIJ01000006.1:50977-53679(-)	Différent (Différence au début: 53844 vs 53679)
glimmer	Cluster 124	AKIJ01000002.1NEMATO:c(436265-439126); AKIJ01000002.1:436265-439126(-)	OK
glimmer	Cluster 125	AKIJ01000005.1NEMATO:c(278308-281169); AKIJ01000005.1:278308-281139(-)	Différent (Différence au début: 281169 vs 281139)
glimmer	Cluster 126	AKIJ01000001.1NEMATO:c(20462-23317); AKIJ01000001.1:20462-23317(-)	OK
glimmer	Cluster 127	AKIJ01000003.1NEMATO:185230-188082; AKIJ01000003.1:185158-188082(+)	Différent (Différence au début: 185230 vs 185158)
glimmer	Cluster 128	AKIJ01000005.1NEMATO:c(533603-536455); AKIJ01000005.1:533603-536455(-)	OK
glimmer	Cluster 129	AKIJ01000001.1NEMATO:c(751974-754823); AKIJ01000001.1:751974-754823(-)	OK
glimmer	Cluster 130	AKIJ01000004.1NEMATO:c(536788-539634); AKIJ01000004.1:536792-539581(-)	Différent (Différence au début: 539634 vs 539581)
glimmer	Cluster 131	AKIJ01000001.1NEMATO:897420-900263; AKIJ01000001.1:897420-900263(+)	OK
glimmer	Cluster 132	AKIJ01000001.1NEMATO:440223-443063; AKIJ01000001.1:440223-443063(+)	OK
glimmer	Cluster 133	AKIJ01000002.1NEMATO:c(208521-211355); AKIJ01000002.1:208521-211355(-)	OK
glimmer	Cluster 134	AKIJ01000001.1NEMATO:c(618449-621277); AKIJ01000001.1:618449-621277(-)	OK
glimmer	Cluster 135	AKIJ01000005.1NEMATO:216218-219046; AKIJ01000005.1:216218-219046(+)	OK
glimmer	Cluster 136	AKIJ01000010.1NEMATO:1223-4045; AKIJ01000010.1:1223-4045(+)	OK
glimmer	Cluster 137	AKIJ01000004.1NEMATO:c(87005-89824); AKIJ01000004.1:87005-89824(-)	OK
glimmer	Cluster 138	AKIJ01000005.1NEMATO:67429-70245; AKIJ01000005.1:67429-70245(+)	OK
glimmer	Cluster 139	AKIJ01000001.1NEMATO:c(912529-915342); AKIJ01000001.1:912529-915342(-)	OK
glimmer	Cluster 140	AKIJ01000005.1NEMATO:667974-670787; AKIJ01000005.1:667974-670787(+)	OK
glimmer	Cluster 141	AKIJ01000003.1NEMATO:c(630941-633751); AKIJ01000003.1:630941-633751(-)	OK
glimmer	Cluster 142	AKIJ01000003.1NEMATO:750694-753504; AKIJ01000003.1:750694-753504(+)	OK
glimmer	Cluster 143	AKIJ01000002.1NEMATO:c(799932-802739); AKIJ01000002.1:799932-802739(-)	OK
glimmer	Cluster 144	AKIJ01000001.1NEMATO:c(330496-333294); AKIJ01000001.1:330496-333294(-)	OK
glimmer	Cluster 145	AKIJ01000003.1NEMATO:41649-44447; AKIJ01000003.1:41649-44447(+)	OK
glimmer	Cluster 146	AKIJ01000002.1NEMATO:c(627050-629842); AKIJ01000002.1:627050-629842(-)	OK
glimmer	Cluster 147	AKIJ01000002.1NEMATO:c(341355-344144); AKIJ01000002.1:341355-344144(-)	OK
glimmer	Cluster 148	AKIJ01000003.1NEMATO:c(473175-475964); AKIJ01000003.1:473175-475964(-)	OK
glimmer	Cluster 149	AKIJ01000002.1NEMATO:c(49927-52713); AKIJ01000002.1:49927-52713(-)	OK
glimmer	Cluster 150	AKIJ01000004.1NEMATO:c(591109-593892); AKIJ01000004.1:591113-593896(-)	OK
glimmer	Cluster 151	AKIJ01000001.1NEMATO:113957-116737; AKIJ01000001.1:113945-116737(+)	Différent (Différence au début: 113957 vs 113945)
glimmer	Cluster 152	AKIJ01000004.1NEMATO:371704-374484; AKIJ01000004.1:371789-374488(+)	Différent (Différence au début: 371704 vs 371789, Différence à la fin: 374484 vs 374488)
glimmer	Cluster 153	AKIJ01000001.1NEMATO:c(835327-838104); AKIJ01000001.1:835327-838104(-)	OK
glimmer	Cluster 154	AKIJ01000004.1NEMATO:c(347353-350130); AKIJ01000004.1:347357-350134(-)	OK
glimmer	Cluster 155	AKIJ01000002.1NEMATO:631271-634042; AKIJ01000002.1:631271-634042(+)	OK
glimmer	Cluster 156	AKIJ01000003.1NEMATO:c(221536-224307); AKIJ01000003.1:221536-224307(-)	OK
glimmer	Cluster 157	AKIJ01000004.1NEMATO:729971-732742; AKIJ01000004.1:729975-732746(+)	OK
glimmer	Cluster 158	AKIJ01000002.1NEMATO:c(512557-515325); AKIJ01000002.1:512557-515325(-)	OK
glimmer	Cluster 159	AKIJ01000002.1NEMATO:309267-312032; AKIJ01000002.1:309267-312032(+)	OK
glimmer	Cluster 160	AKIJ01000001.1NEMATO:469452-472214; AKIJ01000001.1:469437-472214(+)	Différent (Différence au début: 469452 vs 469437)
glimmer	Cluster 161	AKIJ01000004.1NEMATO:664423-667179; AKIJ01000004.1:664427-667183(+)	OK
glimmer	Cluster 162	AKIJ01000002.1NEMATO:c(118057-120807); AKIJ01000002.1:118057-120525(-)	Différent (Différence au début: 120807 vs 120525)
glimmer	Cluster 163	AKIJ01000003.1NEMATO:c(336762-339512); AKIJ01000003.1:336762-339530(-)	Différent (Différence au début: 339512 vs 339530)
glimmer	Cluster 164	AKIJ01000003.1NEMATO:c(433309-436059); AKIJ01000003.1:433309-436059(-)	OK
glimmer	Cluster 165	AKIJ01000002.1NEMATO:c(490998-493745); AKIJ01000002.1:490998-493745(-)	OK
glimmer	Cluster 166	AKIJ01000005.1NEMATO:c(471536-474283); AKIJ01000005.1:471536-474208(-)	Différent (Différence au début: 474283 vs 474208)
glimmer	Cluster 167	AKIJ01000002.1NEMATO:602554-605298; AKIJ01000002.1:602554-605298(+)	OK
glimmer	Cluster 168	AKIJ01000002.1NEMATO:809036-811780; AKIJ01000002.1:809036-811780(+)	OK
glimmer	Cluster 169	AKIJ01000004.1NEMATO:353020-355764; AKIJ01000004.1:353024-355768(+)	OK
glimmer	Cluster 170	AKIJ01000003.1NEMATO:754450-757191; AKIJ01000003.1:754354-757191(+)	Différent (Différence au début: 754450 vs 754354)
glimmer	Cluster 171	AKIJ01000003.1NEMATO:c(23155-25893); AKIJ01000003.1:23155-25794(-)	Différent (Différence au début: 25893 vs 25794)
glimmer	Cluster 172	AKIJ01000003.1NEMATO:372396-375134; AKIJ01000003.1:372456-375134(+)	Différent (Différence au début: 372396 vs 372456)
glimmer	Cluster 173	AKIJ01000001.1NEMATO:712717-715452; AKIJ01000001.1:712717-715452(+)	OK
glimmer	Cluster 174	AKIJ01000001.1NEMATO:109391-112123; AKIJ01000001.1:109391-112123(+)	OK
glimmer	Cluster 175	AKIJ01000001.1NEMATO:c(225734-228466); AKIJ01000001.1:225734-228466(-)	OK
glimmer	Cluster 176	AKIJ01000002.1NEMATO:c(147266-149998); AKIJ01000002.1:147266-149998(-)	OK
glimmer	Cluster 177	AKIJ01000004.1NEMATO:475748-478474; AKIJ01000004.1:475752-478478(+)	OK
glimmer	Cluster 178	AKIJ01000004.1NEMATO:c(764657-767383); AKIJ01000004.1:764661-767282(-)	Différent (Différence au début: 767383 vs 767282)
glimmer	Cluster 179	AKIJ01000005.1NEMATO:139789-142515; AKIJ01000005.1:139789-142515(+)	OK
glimmer	Cluster 180	AKIJ01000002.1NEMATO:c(826456-829179); AKIJ01000002.1:826456-829053(-)	Différent (Différence au début: 829179 vs 829053)
glimmer	Cluster 181	AKIJ01000003.1NEMATO:584701-587424; AKIJ01000003.1:584701-587424(+)	OK
glimmer	Cluster 182	AKIJ01000003.1NEMATO:712817-715540; AKIJ01000003.1:712718-715540(+)	Différent (Différence au début: 712817 vs 712718)
glimmer	Cluster 183	AKIJ01000004.1NEMATO:c(604747-607467); AKIJ01000004.1:604751-607528(-)	Différent (Différence au début: 607467 vs 607528)
glimmer	Cluster 184	AKIJ01000001.1NEMATO:132991-135708; AKIJ01000001.1:132991-135708(+)	OK
glimmer	Cluster 185	AKIJ01000003.1NEMATO:c(340035-342752); AKIJ01000003.1:340035-342752(-)	OK
glimmer	Cluster 186	AKIJ01000004.1NEMATO:239480-242197; AKIJ01000004.1:239507-242197(+)	Différent (Différence au début: 239480 vs 239507)
glimmer	Cluster 187	AKIJ01000003.1NEMATO:c(476640-479354); AKIJ01000003.1:476640-479453(-)	Différent (Différence au début: 479354 vs 479453)
glimmer	Cluster 188	AKIJ01000004.1NEMATO:c(206240-208954); AKIJ01000004.1:206240-208954(-)	OK
glimmer	Cluster 189	AKIJ01000001.1NEMATO:c(787702-790410); AKIJ01000001.1:787702-790410(-)	OK
glimmer	Cluster 190	AKIJ01000004.1NEMATO:c(646467-649175); AKIJ01000004.1:646471-649179(-)	OK
glimmer	Cluster 191	AKIJ01000002.1NEMATO:c(301637-304342); AKIJ01000002.1:301637-304342(-)	OK
glimmer	Cluster 192	AKIJ01000005.1NEMATO:23722-26427; AKIJ01000005.1:23722-26427(+)	OK
glimmer	Cluster 193	AKIJ01000004.1NEMATO:10-2712; AKIJ01000004.1:10-2712(+)	OK
glimmer	Cluster 194	AKIJ01000004.1NEMATO:c(11233-13935); AKIJ01000004.1:11233-14106(-)	Différent (Différence au début: 13935 vs 14106)
glimmer	Cluster 195	AKIJ01000001.1NEMATO:680582-683281; AKIJ01000001.1:680525-683281(+)	Différent (Différence au début: 680582 vs 680525)
glimmer	Cluster 196	AKIJ01000002.1NEMATO:673442-676141; AKIJ01000002.1:673442-676141(+)	OK
glimmer	Cluster 197	AKIJ01000004.1NEMATO:459089-461788; AKIJ01000004.1:459093-461792(+)	OK
glimmer	Cluster 198	AKIJ01000005.1NEMATO:104906-107605; AKIJ01000005.1:104906-107605(+)	OK
glimmer	Cluster 199	AKIJ01000001.1NEMATO:206045-208741; AKIJ01000001.1:206045-208741(+)	OK
glimmer	Cluster 200	AKIJ01000001.1NEMATO:c(823625-826321); AKIJ01000001.1:823625-826129(-)	Différent (Différence au début: 826321 vs 826129)
glimmer	Cluster 201	AKIJ01000001.1NEMATO:c(838991-841687); AKIJ01000001.1:838991-841774(-)	Différent (Différence au début: 841687 vs 841774)
glimmer	Cluster 202	AKIJ01000002.1NEMATO:c(465046-467742); AKIJ01000002.1:465046-467742(-)	OK
glimmer	Cluster 203	AKIJ01000003.1NEMATO:579717-582413; AKIJ01000003.1:579717-582413(+)	OK
glimmer	Cluster 204	AKIJ01000002.1NEMATO:c(99236-101929); AKIJ01000002.1:99236-101929(-)	OK
glimmer	Cluster 205	AKIJ01000003.1NEMATO:327688-330381; AKIJ01000003.1:327688-330381(+)	OK
glimmer	Cluster 206	AKIJ01000001.1NEMATO:c(688213-690903); AKIJ01000001.1:688213-690903(-)	OK
glimmer	Cluster 207	AKIJ01000005.1NEMATO:521493-524183; AKIJ01000005.1:521493-524183(+)	OK
glimmer	Cluster 208	AKIJ01000002.1NEMATO:238534-241221; AKIJ01000002.1:238534-241221(+)	OK
glimmer	Cluster 209	AKIJ01000002.1NEMATO:404925-407612; AKIJ01000002.1:404925-407612(+)	OK
glimmer	Cluster 210	AKIJ01000005.1NEMATO:c(399858-402545); AKIJ01000005.1:399858-402575(-)	Différent (Différence au début: 402545 vs 402575)
glimmer	Cluster 211	AKIJ01000002.1NEMATO:429071-431755; AKIJ01000002.1:429071-431755(+)	OK
glimmer	Cluster 212	AKIJ01000003.1NEMATO:c(520032-522716); AKIJ01000003.1:520032-522716(-)	OK
glimmer	Cluster 213	AKIJ01000005.1NEMATO:147214-149898; AKIJ01000005.1:147214-149898(+)	OK
glimmer	Cluster 214	AKIJ01000001.1NEMATO:c(220388-223069); AKIJ01000001.1:220388-223069(-)	OK
glimmer	Cluster 215	AKIJ01000003.1NEMATO:124270-126951; AKIJ01000003.1:124342-126951(+)	Différent (Différence au début: 124270 vs 124342)
glimmer	Cluster 216	AKIJ01000004.1NEMATO:297504-300185; AKIJ01000004.1:297508-300189(+)	OK
glimmer	Cluster 217	AKIJ01000006.1NEMATO:c(75801-78482); AKIJ01000006.1:75801-78482(-)	OK
glimmer	Cluster 218	AKIJ01000005.1NEMATO:c(489075-491753); AKIJ01000005.1:489075-491753(-)	OK
glimmer	Cluster 219	AKIJ01000004.1NEMATO:c(616777-619452); AKIJ01000004.1:616781-619456(-)	OK
glimmer	Cluster 220	AKIJ01000005.1NEMATO:52892-55567; AKIJ01000005.1:52601-55567(+)	Différent (Différence au début: 52892 vs 52601)
glimmer	Cluster 221	AKIJ01000007.1NEMATO:16285-18960; AKIJ01000007.1:16345-18960(+)	Différent (Différence au début: 16285 vs 16345)
glimmer	Cluster 222	AKIJ01000002.1NEMATO:46682-49354; AKIJ01000002.1:46682-49354(+)	OK
